NAME,DP05_0071PE,DP05_0077PE,DP05_0078PE,DP05_0079PE,DP05_0080PE,DP05_0081PE,DP05_0082PE,DP05_0083PE,DP05_0002PE,DP05_0003PE,DP05_0005PE,DP05_0006PE,DP05_0007PE,DP05_0008PE,DP05_0009PE,DP05_0010PE,DP05_0011PE,DP05_0012PE,DP05_0013PE,DP05_0014PE,DP05_0015PE,DP05_0016PE,DP05_0017PE
ZCTA5 14869,1.0,96.7,0.3,0.0,0.0,0.0,0.0,1.9,54.2,45.8,6.4,2.4,4.8,3.6,7.5,10.4,10.2,11.7,9.3,11.2,11.3,8.7,2.5
ZCTA5 14870,1.1,85.5,2.4,0.0,8.6,0.0,0.3,2.1,49.6,50.4,5.8,6.4,5.9,5.9,4.0,12.5,12.9,13.5,8.8,5.3,9.3,7.0,2.7
ZCTA5 14871,2.3,92.7,3.4,0.1,0.0,0.0,0.0,1.4,52.5,47.5,7.2,3.8,3.9,4.8,3.3,11.3,10.5,10.2,8.6,10.5,14.7,7.5,3.7
ZCTA5 14872,8.5,85.1,0.0,0.0,0.0,0.0,0.0,6.4,55.1,44.9,6.5,7.6,1.2,7.5,4.9,11.7,3.5,14.3,13.5,8.4,15.2,5.6,0.0
ZCTA5 14873,0.6,93.6,0.6,0.0,2.6,0.0,0.2,2.4,51.6,48.4,6.4,6.9,9.1,6.4,5.4,8.0,11.4,14.2,8.8,7.0,11.0,5.0,0.5
ZCTA5 14874,0.0,97.4,0.0,0.0,0.0,0.0,0.0,2.6,57.0,43.0,2.1,4.7,0.0,6.8,7.7,4.3,22.6,5.1,1.3,20.0,18.3,7.2,0.0
ZCTA5 14877,0.0,95.8,0.0,0.0,0.0,0.0,0.0,4.2,54.8,45.2,4.8,5.7,8.0,7.6,3.6,9.5,8.4,12.6,7.1,6.1,21.8,3.8,1.1
ZCTA5 14878,3.7,95.0,0.0,0.0,1.2,0.0,0.0,0.0,50.0,50.0,4.5,9.6,2.2,8.4,2.6,11.3,15.4,9.8,5.4,8.5,16.8,5.0,0.5
ZCTA5 14879,1.4,92.6,0.2,0.2,2.2,0.0,0.0,3.5,49.5,50.5,7.8,6.3,2.7,4.3,4.7,11.0,12.4,14.7,8.7,6.9,10.6,9.1,0.9
ZCTA5 14880,1.2,95.9,0.2,0.0,1.2,0.0,0.2,1.3,49.0,51.0,4.0,4.5,7.4,5.2,6.3,10.2,12.1,11.7,10.3,9.1,11.3,6.8,1.1
ZCTA5 14881,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,44.0,8.8,0.0,0.0,0.0,0.0,10.7,0.0,10.1,0.0,5.7,55.3,9.4,0.0
ZCTA5 14882,6.3,88.0,0.4,0.0,1.3,0.0,0.8,3.2,49.4,50.6,6.6,4.7,4.9,7.1,8.5,11.4,9.7,14.6,8.2,6.3,13.5,2.7,1.7
ZCTA5 14883,2.7,91.7,3.0,0.0,0.7,0.0,0.1,1.8,51.6,48.4,3.0,11.0,6.3,5.7,8.0,10.0,11.5,19.3,5.9,4.3,7.6,5.0,2.5
ZCTA5 14884,0.7,99.3,0.0,0.0,0.0,0.0,0.0,0.0,49.3,50.7,8.2,7.5,6.2,5.9,3.3,10.1,17.0,8.8,3.6,9.2,14.1,0.7,5.6
ZCTA5 14885,0.6,96.4,0.0,0.4,0.0,0.0,0.0,2.6,49.3,50.7,5.8,7.3,5.1,8.7,5.0,12.6,6.9,13.6,9.0,7.1,12.5,5.0,1.4
ZCTA5 14886,3.0,93.9,1.0,0.0,0.2,0.0,0.0,2.0,49.8,50.2,2.8,4.9,8.7,7.1,4.0,6.8,13.3,12.5,9.7,9.2,12.6,6.6,2.0
ZCTA5 14889,3.1,95.5,0.7,0.3,0.5,0.0,0.0,0.0,50.0,50.0,6.4,6.1,7.8,5.1,5.5,10.4,13.3,12.0,10.6,6.3,12.7,1.6,2.3
ZCTA5 14891,4.3,90.2,0.9,0.0,2.4,0.0,0.3,1.9,49.6,50.4,6.7,5.2,5.9,4.2,5.0,14.2,9.0,15.2,7.0,8.0,11.7,5.9,2.1
ZCTA5 14892,2.5,94.8,0.9,0.0,0.5,0.0,0.0,1.2,50.5,49.5,6.0,5.2,9.3,7.1,4.0,11.1,13.0,12.9,8.4,6.5,7.5,7.1,2.0
ZCTA5 14893,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 14894,0.9,96.7,0.5,0.0,0.0,0.0,0.0,1.9,49.1,50.9,3.9,9.9,4.3,5.4,2.7,9.6,14.0,11.8,5.9,10.3,15.7,5.0,1.6
ZCTA5 14895,0.4,97.9,0.7,0.1,0.2,0.1,0.0,0.6,47.6,52.4,5.4,5.2,4.0,4.5,6.7,11.1,9.6,14.0,8.2,8.5,12.7,6.4,3.9
ZCTA5 14897,0.3,99.7,0.0,0.0,0.0,0.0,0.0,0.0,50.2,49.8,8.3,6.7,9.2,5.0,4.8,6.9,17.7,12.3,3.4,7.4,9.4,8.0,0.9
ZCTA5 14898,0.0,98.7,0.0,0.0,0.0,0.0,0.0,1.3,48.2,51.8,13.3,9.0,5.4,8.1,8.7,11.6,15.3,9.3,4.1,4.7,6.6,3.8,0.3
ZCTA5 14901,4.5,72.4,15.4,1.3,0.8,0.0,0.2,5.5,52.9,47.1,7.7,6.7,5.3,7.0,8.8,15.1,12.0,12.0,7.1,4.6,7.9,3.0,2.7
ZCTA5 14903,3.0,92.5,1.2,0.0,0.7,0.0,0.0,2.6,51.6,48.4,4.9,4.3,6.6,4.4,4.7,14.5,9.7,17.2,6.9,8.7,10.1,5.1,2.8
ZCTA5 14904,3.0,83.8,8.6,0.2,0.2,0.0,0.3,4.0,47.9,52.1,5.4,7.7,6.9,5.7,8.1,14.3,12.6,13.8,6.6,5.0,8.0,4.0,2.0
ZCTA5 14905,4.7,85.2,5.9,0.0,1.7,0.1,0.0,2.3,44.7,55.3,6.2,5.0,6.4,6.7,4.5,10.8,12.2,13.8,7.4,7.5,11.6,5.3,2.6
ZCTA5 15001,2.6,81.7,12.2,0.1,0.5,0.2,0.0,2.7,47.4,52.6,4.4,6.3,5.3,5.1,5.0,11.8,11.8,13.6,9.5,7.5,11.3,5.7,3.0
ZCTA5 15003,2.8,82.6,10.6,0.0,1.2,0.0,0.0,2.8,49.9,50.1,4.9,5.8,6.2,5.2,6.5,15.1,9.2,14.5,8.7,5.8,10.7,5.2,2.1
ZCTA5 15004,0.0,93.9,0.0,0.0,0.0,0.0,0.0,6.1,56.6,43.4,6.3,12.3,3.1,9.0,5.4,26.1,4.4,14.2,2.7,8.3,6.9,1.3,0.0
ZCTA5 15005,0.5,95.8,0.7,0.1,1.3,0.0,0.0,1.6,50.7,49.3,3.3,5.2,5.2,4.3,4.2,10.8,12.5,13.2,8.4,8.9,12.0,7.7,4.3
ZCTA5 15006,0.0,94.8,0.0,0.0,0.0,0.0,0.0,5.2,50.1,49.9,5.7,0.0,3.3,3.1,1.2,26.2,3.3,28.4,13.2,0.0,10.9,4.7,0.0
ZCTA5 15007,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,79.8,0.0,0.0,0.0,0.0,2.2,0.0,0.0,5.1,14.0,10.3,22.5,28.7,17.2
ZCTA5 15009,2.2,94.1,1.5,0.0,1.2,0.0,0.0,1.0,48.8,51.2,4.3,5.6,6.8,5.3,3.7,9.2,12.3,11.9,6.9,8.9,12.2,8.9,3.9
ZCTA5 15010,1.4,86.7,6.9,0.0,0.6,0.0,0.0,4.4,47.3,52.7,4.6,5.8,5.1,7.3,6.8,11.0,10.7,12.0,7.9,7.2,11.3,6.5,3.9
ZCTA5 15012,1.5,93.7,1.6,0.0,1.3,0.0,0.0,1.9,49.0,51.0,4.7,4.7,4.8,4.5,7.1,10.0,10.8,13.6,9.1,8.7,12.8,6.1,3.1
ZCTA5 15014,1.0,94.5,3.8,0.0,0.6,0.0,0.0,0.2,49.1,50.9,7.5,3.7,6.3,4.5,8.0,9.9,14.7,10.1,8.6,8.9,10.0,5.4,2.2
ZCTA5 15015,1.9,93.9,0.3,0.0,3.6,0.0,0.0,0.3,49.8,50.2,4.8,4.5,7.3,7.7,2.7,6.0,12.8,15.0,10.6,6.8,14.1,6.3,1.5
ZCTA5 15017,1.1,91.3,2.1,0.1,3.8,0.0,0.1,1.5,47.0,53.0,5.8,5.3,5.9,6.2,3.2,12.6,11.9,12.1,7.5,5.8,10.2,7.6,6.0
ZCTA5 15018,0.0,89.4,6.8,0.0,0.0,0.0,3.9,0.0,50.9,49.1,8.0,3.7,5.4,8.9,1.5,9.2,9.5,8.4,8.7,14.9,9.4,9.3,3.3
ZCTA5 15019,2.6,97.0,0.0,0.0,0.0,0.0,0.0,0.3,47.0,53.0,4.1,3.6,6.6,6.0,6.0,18.4,15.4,10.5,7.5,4.2,11.7,3.7,2.2
ZCTA5 15020,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,49.1,50.9,7.3,6.7,0.0,6.1,7.9,6.7,0.0,37.6,0.0,0.0,12.1,15.8,0.0
ZCTA5 15021,1.5,97.5,0.3,0.0,0.2,0.0,0.0,0.4,48.2,51.8,4.0,5.7,4.8,5.6,5.2,8.8,12.1,13.2,7.7,11.9,10.9,6.6,3.7
ZCTA5 15022,1.7,90.5,3.5,0.0,0.4,0.0,0.0,3.9,50.6,49.4,4.6,6.6,6.0,5.8,5.6,11.4,10.4,13.8,7.6,8.4,10.9,6.0,3.2
ZCTA5 15024,1.7,93.8,0.9,0.0,2.3,0.0,0.0,1.2,48.1,51.9,4.7,4.0,6.6,3.7,4.0,10.4,9.9,16.6,7.7,8.8,12.9,6.6,4.2
ZCTA5 15025,0.8,79.7,16.5,0.0,2.1,0.0,0.0,1.0,47.5,52.5,5.4,4.7,6.7,6.5,5.7,11.4,12.2,11.1,8.3,7.8,10.9,4.7,4.5
ZCTA5 15026,0.2,95.6,1.8,0.0,0.0,0.0,0.0,2.3,52.7,47.3,8.9,6.0,5.3,4.0,7.1,13.2,10.6,14.7,8.2,7.2,8.3,5.2,1.4
ZCTA5 15027,1.2,97.1,0.0,0.0,0.0,0.0,0.5,1.2,46.9,53.1,5.3,6.3,3.4,4.3,3.6,11.8,12.1,12.6,8.9,6.6,9.8,11.6,3.7
ZCTA5 15028,11.1,87.5,0.9,0.0,0.0,0.0,0.0,0.5,46.3,53.7,6.0,13.0,0.0,4.2,3.2,16.7,1.9,16.2,6.9,2.3,13.9,10.6,5.1
ZCTA5 15030,0.5,96.7,1.4,0.0,0.0,0.0,0.0,1.3,49.0,51.0,4.6,11.2,5.6,2.5,3.4,17.5,15.0,13.4,5.6,8.5,8.3,1.0,3.5
ZCTA5 15031,0.0,88.3,0.0,0.0,10.5,0.0,0.0,1.2,39.1,60.9,3.1,2.5,2.5,4.9,7.0,18.1,16.5,7.2,6.6,2.3,17.9,8.6,2.9
ZCTA5 15033,7.0,71.3,18.5,0.0,0.0,0.0,0.0,3.2,46.3,53.7,7.1,8.6,4.2,6.1,6.5,14.2,8.1,8.6,5.7,9.0,14.2,5.6,2.3
ZCTA5 15034,2.0,95.1,2.9,0.0,0.0,0.0,0.0,0.0,44.0,56.0,4.9,3.2,2.9,3.2,6.4,10.5,10.1,18.6,6.0,11.2,12.7,7.1,3.2
ZCTA5 15035,0.0,87.5,4.9,0.4,0.0,0.0,0.7,6.5,50.4,49.6,3.1,6.9,3.3,4.4,3.8,10.0,11.5,19.6,7.4,9.8,11.8,5.4,3.0
ZCTA5 15037,1.2,96.9,0.5,0.0,0.4,0.0,0.0,1.1,48.4,51.6,4.3,5.0,5.3,5.2,4.9,8.5,11.5,14.1,7.6,9.1,13.0,7.1,4.5
ZCTA5 15038,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,63.2,0.0,27.9,4.8,0.0,0.0,0.0,19.1,10.0,27.6,3.4,0.0,3.1,4.0
ZCTA5 15042,1.1,96.8,1.0,0.0,0.1,0.4,0.0,0.7,49.1,50.9,6.2,3.3,3.8,3.9,4.3,10.7,10.4,14.6,7.9,6.7,16.4,10.6,1.3
ZCTA5 15043,0.0,94.5,0.1,0.0,5.1,0.0,0.0,0.3,51.3,48.7,6.2,4.1,4.4,3.2,4.4,15.0,12.2,12.1,10.3,9.7,10.6,7.0,0.8
ZCTA5 15044,1.6,95.2,0.5,0.0,2.2,0.0,0.0,0.6,49.2,50.8,6.1,6.6,7.5,7.0,3.2,7.7,12.7,15.2,7.3,8.1,9.9,5.8,2.9
ZCTA5 15045,5.9,86.9,3.7,0.0,0.4,0.6,0.0,2.4,49.7,50.3,6.8,6.3,4.0,2.2,5.3,13.5,11.9,10.8,12.8,7.4,9.8,6.0,3.2
ZCTA5 15046,3.3,91.2,1.0,0.0,0.9,0.0,0.0,3.6,47.8,52.2,4.9,5.6,8.3,6.1,3.1,12.5,11.1,14.3,9.0,5.8,11.2,6.5,1.7
ZCTA5 15047,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,56.1,12.1,0.0,0.0,0.0,16.8,23.4,15.0,0.0,0.0,32.7,0.0,0.0,0.0
ZCTA5 15049,2.3,97.7,0.0,0.0,0.0,0.0,0.0,0.0,44.4,55.6,2.4,1.7,3.2,2.5,3.5,16.2,5.8,13.0,12.3,10.4,16.3,9.7,3.1
ZCTA5 15050,0.4,99.1,0.1,0.0,0.0,0.0,0.0,0.5,51.1,48.9,3.3,4.1,6.7,7.6,5.7,10.1,11.1,19.6,7.3,8.5,10.8,4.9,0.2
ZCTA5 15051,0.0,89.6,9.5,0.0,0.9,0.0,0.0,0.0,51.1,48.9,2.6,12.5,3.4,3.5,3.2,10.6,19.8,10.4,3.4,9.3,18.3,1.5,1.5
ZCTA5 15052,0.5,96.4,1.6,0.0,0.3,0.0,0.3,0.8,45.5,54.5,4.0,4.9,4.9,7.6,5.8,9.3,12.5,13.6,8.3,7.2,13.6,5.8,2.3
ZCTA5 15053,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,53.8,46.2,7.5,0.0,0.0,0.0,0.0,16.0,6.6,7.5,18.9,17.9,18.9,6.6,0.0
ZCTA5 15054,3.4,96.6,0.0,0.0,0.0,0.0,0.0,0.0,47.3,52.7,25.6,13.1,0.0,0.0,9.1,11.7,15.7,7.1,3.7,0.0,8.3,0.0,5.7
ZCTA5 15055,0.0,99.4,0.0,0.0,0.0,0.0,0.0,0.6,48.3,51.7,7.6,0.0,0.0,0.0,4.4,15.5,3.8,5.8,8.8,11.2,24.1,17.0,1.8
ZCTA5 15056,4.9,77.3,4.9,0.0,4.8,0.0,0.3,7.8,51.0,49.0,4.0,5.4,6.4,8.8,3.1,10.2,13.7,14.3,6.8,5.4,12.8,6.6,2.6
ZCTA5 15057,1.3,90.6,0.9,0.2,5.2,0.0,0.1,1.7,50.2,49.8,5.3,7.1,7.5,6.8,4.1,7.5,16.7,14.4,7.5,7.0,8.7,5.4,2.0
ZCTA5 15059,3.7,86.4,5.6,0.6,0.0,0.0,0.0,3.8,50.3,49.7,4.5,6.4,6.7,6.8,6.8,10.7,11.4,12.3,8.3,7.1,10.5,6.5,2.1
ZCTA5 15060,0.0,96.6,1.5,0.0,0.0,0.0,0.0,1.9,50.2,49.8,5.3,3.4,8.4,6.3,6.9,9.1,9.9,14.6,8.6,8.2,13.2,3.8,2.3
ZCTA5 15061,0.6,92.7,3.0,0.0,0.4,0.0,0.2,3.1,46.8,53.2,6.6,5.1,5.6,5.6,4.2,13.9,11.4,11.9,9.3,6.9,10.2,6.5,2.9
ZCTA5 15062,2.2,79.5,11.5,0.0,0.8,0.0,0.1,5.9,46.8,53.2,5.7,5.9,5.1,5.4,6.7,11.2,8.8,10.0,9.9,8.4,9.9,8.5,4.6
ZCTA5 15063,1.3,94.6,2.4,0.0,0.9,0.0,0.0,0.8,50.1,49.9,4.5,4.9,4.3,6.4,6.2,10.0,11.9,13.0,7.9,9.5,10.2,6.8,4.5
ZCTA5 15064,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7,52.3,0.0,3.9,0.0,10.9,2.7,42.2,9.8,6.3,5.5,8.6,10.2,0.0,0.0
ZCTA5 15065,1.3,90.1,2.7,0.2,1.6,0.0,0.0,4.2,47.2,52.8,4.1,5.2,7.5,5.7,5.3,9.9,10.7,14.5,7.0,9.7,11.8,6.6,2.1
ZCTA5 15066,0.5,89.8,6.3,0.1,0.2,0.0,0.0,3.2,47.5,52.5,7.1,6.1,4.8,4.3,6.7,11.8,10.8,13.3,7.2,8.9,11.3,5.1,2.6
ZCTA5 15067,5.7,89.2,0.5,0.0,1.8,0.0,1.2,1.6,53.9,46.1,5.0,9.8,2.9,3.7,5.5,11.1,10.6,16.0,8.8,6.2,13.0,4.1,3.4
ZCTA5 15068,2.1,86.8,7.3,0.0,1.2,0.0,0.2,2.3,48.2,51.8,3.7,5.4,5.8,6.3,4.6,10.9,11.3,13.4,8.8,8.5,12.4,6.1,2.8
ZCTA5 15071,3.2,90.6,2.3,0.0,1.9,0.0,0.0,2.0,48.7,51.3,5.0,5.2,5.7,5.5,5.0,18.1,12.1,14.0,7.5,5.8,10.1,4.4,1.5
ZCTA5 15072,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ZCTA5 15074,3.1,83.2,9.8,0.2,0.3,0.0,0.0,3.3,49.2,50.8,4.7,4.8,5.0,6.2,5.5,10.5,11.6,14.0,10.6,7.8,9.2,6.9,3.1
ZCTA5 15075,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6,59.4,0.0,14.2,0.0,5.6,0.0,50.3,0.0,25.4,0.0,0.0,0.0,4.6,0.0
ZCTA5 15076,0.0,98.6,1.4,0.0,0.0,0.0,0.0,0.0,46.7,53.3,5.0,8.4,0.0,0.0,5.0,13.4,9.5,18.9,14.9,8.8,5.1,9.5,1.7
ZCTA5 15077,0.0,92.7,0.0,0.0,1.2,0.0,0.0,6.1,55.8,44.2,4.8,7.3,2.4,6.7,5.5,17.0,20.0,14.5,3.0,1.2,9.1,7.3,1.2
ZCTA5 15078,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,54.5,5.4,12.2,5.9,0.0,5.0,8.3,10.2,5.5,6.7,0.0,24.8,9.2,6.8
ZCTA5 15081,0.0,98.5,0.6,0.0,0.0,0.0,0.0,0.9,50.3,49.7,4.1,2.6,3.5,5.5,3.8,15.1,13.1,14.0,15.4,8.1,7.0,6.4,1.5
ZCTA5 15082,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,70.6,7.2,7.2,0.0,0.0,0.0,8.8,14.4,0.0,0.0,7.7,7.7,46.9,0.0
ZCTA5 15083,1.2,98.8,0.0,0.0,0.0,0.0,0.0,0.0,42.2,57.8,3.2,1.4,7.1,3.2,2.5,9.5,12.4,12.6,6.5,8.1,22.8,6.5,4.2
ZCTA5 15084,1.0,91.7,4.8,0.0,0.4,0.0,0.0,2.1,50.8,49.2,6.2,4.3,5.2,4.8,4.3,11.6,9.8,16.1,10.1,8.8,13.6,3.0,2.4
ZCTA5 15085,0.6,97.1,0.0,0.0,1.3,0.2,0.0,0.9,49.2,50.8,4.5,6.8,5.8,5.4,2.5,13.8,10.7,13.6,9.6,6.9,11.7,6.1,2.5
ZCTA5 15086,4.5,86.4,0.0,0.0,6.3,0.0,0.0,2.8,62.6,37.4,0.0,0.0,6.9,15.4,2.2,4.1,15.4,24.7,3.5,6.7,18.4,2.8,0.0
ZCTA5 15087,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,41.3,58.7,11.3,12.0,0.0,1.3,2.0,4.0,24.0,10.0,11.3,5.3,0.0,12.0,6.7
ZCTA5 15088,6.7,92.7,0.6,0.0,0.0,0.0,0.0,0.0,45.8,54.2,7.4,14.3,7.8,7.6,4.2,13.4,12.4,14.3,3.8,6.1,6.1,0.6,1.9
ZCTA5 15089,0.9,94.3,3.5,0.0,0.0,0.0,0.0,1.3,47.0,53.0,4.6,4.8,5.0,5.5,6.5,7.2,13.7,11.5,8.4,9.1,14.1,5.9,3.7
ZCTA5 15090,2.5,85.7,1.3,0.1,7.7,0.0,0.1,2.5,50.2,49.8,5.2,6.8,8.8,6.8,2.5,9.9,13.6,17.1,7.2,7.3,9.4,3.2,2.2
ZCTA5 15101,1.1,91.0,2.9,0.1,3.7,0.0,0.0,1.3,49.9,50.1,7.0,5.3,5.9,5.8,4.0,11.0,12.3,13.9,7.1,6.9,11.1,6.1,3.5
ZCTA5 15102,1.3,92.0,2.2,0.0,1.9,0.0,0.0,2.6,48.5,51.5,5.3,5.9,5.9,4.1,4.1,11.3,11.4,13.7,7.8,8.1,12.3,7.1,3.1
ZCTA5 15104,1.7,34.0,58.7,0.0,0.3,0.0,0.1,5.2,47.2,52.8,5.2,5.8,7.1,7.0,6.6,12.5,11.5,12.3,5.5,7.9,9.9,5.0,3.7
ZCTA5 15106,1.2,87.8,6.6,0.1,1.9,0.0,0.1,2.3,48.7,51.3,5.4,4.9,4.7,3.8,4.3,16.7,11.5,11.7,9.1,8.2,12.4,4.4,2.9
ZCTA5 15108,1.4,86.0,5.6,0.2,3.7,0.0,0.2,3.0,50.8,49.2,5.4,5.3,5.8,7.2,6.3,12.2,13.0,13.9,7.4,7.4,8.9,4.8,2.4
ZCTA5 15110,2.5,28.7,56.7,0.0,0.0,0.0,0.4,11.6,44.2,55.8,12.5,4.9,9.0,8.7,10.9,8.3,10.7,11.3,6.8,5.0,6.6,3.0,2.2
ZCTA5 15112,0.5,48.3,43.7,0.0,0.5,0.0,0.1,6.8,47.1,52.9,9.3,5.8,6.9,2.5,7.6,22.9,7.4,10.9,5.4,7.3,8.2,4.5,1.5
ZCTA5 15116,0.6,95.6,1.1,0.0,0.9,0.1,0.2,1.5,47.6,52.4,4.9,4.9,4.3,4.4,3.6,13.7,10.4,13.3,8.2,8.1,12.5,8.5,3.1
ZCTA5 15120,1.4,73.1,21.4,0.0,1.4,0.0,0.1,2.6,47.2,52.8,6.8,4.9,5.2,5.3,5.0,12.1,11.6,12.0,7.7,9.1,10.0,6.3,4.1
ZCTA5 15122,1.3,85.8,7.3,0.1,0.6,0.0,0.0,4.9,48.2,51.8,5.3,4.7,5.4,5.5,4.3,12.7,10.4,11.4,8.4,8.8,11.5,7.9,3.8
ZCTA5 15126,1.2,94.5,0.9,0.0,1.9,0.0,0.0,1.4,50.7,49.3,8.5,6.7,4.0,4.7,2.9,19.0,15.1,10.9,9.7,7.6,7.1,2.5,1.2
ZCTA5 15129,1.7,88.9,4.9,0.0,2.4,0.0,0.0,2.1,46.5,53.5,4.2,5.9,5.3,7.4,4.0,12.7,10.2,17.1,8.0,6.7,11.3,5.5,1.8
ZCTA5 15131,1.1,95.7,2.6,0.1,0.5,0.0,0.0,0.1,46.7,53.3,4.4,4.2,4.7,6.0,2.4,11.8,11.6,10.2,8.0,11.0,10.8,10.5,4.4
ZCTA5 15132,2.6,61.1,32.1,0.1,0.8,0.0,0.1,3.2,44.9,55.1,5.2,4.8,6.0,5.7,4.9,12.7,10.4,15.7,7.3,7.0,10.8,5.5,4.2
ZCTA5 15133,1.3,93.6,2.0,0.0,1.1,0.0,0.1,1.9,46.7,53.3,6.4,3.7,4.8,5.7,3.4,13.1,11.5,16.1,7.0,6.9,11.5,6.4,3.5
ZCTA5 15135,1.6,96.3,0.4,0.0,0.8,0.0,0.0,1.0,45.3,54.7,2.6,4.4,6.3,7.0,6.6,11.4,9.6,14.2,11.2,7.0,10.2,6.9,2.7
ZCTA5 15136,1.6,77.5,15.6,0.2,1.2,0.0,0.9,3.1,49.4,50.6,6.9,5.6,5.7,6.1,5.1,15.5,12.1,14.1,7.2,6.6,8.1,4.9,1.9
ZCTA5 15137,4.9,76.1,16.1,0.1,0.2,0.0,0.6,2.0,47.7,52.3,3.3,5.7,5.4,3.6,5.8,12.9,10.5,14.5,7.6,8.2,12.5,6.0,3.9
ZCTA5 15139,1.3,94.5,1.0,0.1,1.4,0.0,0.0,1.7,44.6,55.4,4.5,5.0,4.1,4.1,3.2,13.5,12.0,12.6,6.2,8.8,13.3,7.7,5.1
ZCTA5 15140,4.7,64.6,23.5,0.0,3.2,0.0,0.3,3.8,45.7,54.3,10.2,8.6,2.8,4.6,4.6,14.6,10.7,11.2,7.9,9.7,8.1,4.2,2.9
ZCTA5 15142,0.0,90.8,0.0,0.6,3.3,0.0,0.0,5.4,50.0,50.0,0.0,6.3,12.4,4.6,3.5,2.8,7.7,24.0,3.1,11.3,19.7,4.6,0.0
ZCTA5 15143,1.9,84.5,3.8,0.2,7.6,0.0,0.3,1.8,47.7,52.3,4.6,5.9,7.7,6.0,2.9,8.1,12.1,16.8,7.2,7.4,10.6,6.5,4.4
ZCTA5 15144,1.0,97.0,0.2,0.0,0.3,0.0,0.0,1.5,48.1,51.9,6.1,4.7,3.2,3.9,5.3,14.1,10.7,13.8,9.4,7.4,12.6,5.4,3.2
ZCTA5 15145,1.8,74.6,15.6,0.0,0.7,0.0,0.0,7.3,42.7,57.3,7.4,3.4,8.8,6.6,6.2,10.7,12.9,11.4,6.3,7.2,12.2,3.8,3.1
ZCTA5 15146,2.4,75.5,12.1,0.0,6.2,0.0,0.3,3.4,47.5,52.5,4.8,4.8,4.1,4.7,5.2,14.0,11.1,12.1,8.3,7.7,12.5,6.2,4.5
ZCTA5 15147,0.5,72.6,19.8,0.1,0.2,0.3,0.0,6.4,50.3,49.7,4.3,3.9,4.8,4.9,5.2,12.7,10.2,12.6,8.4,7.8,12.0,7.2,6.2
ZCTA5 15148,1.7,66.5,23.8,0.1,0.1,0.0,2.9,5.0,46.2,53.8,6.0,9.5,6.4,5.8,4.3,13.7,11.5,9.4,9.8,6.0,10.2,4.8,2.5
ZCTA5 15201,1.2,76.4,18.0,0.0,2.1,0.0,0.3,2.0,49.3,50.7,3.8,2.1,2.4,3.2,6.3,32.0,14.0,9.8,5.9,6.9,8.2,3.9,1.5
ZCTA5 15202,1.6,86.2,7.9,0.3,0.4,0.0,0.6,2.9,49.0,51.0,4.5,4.4,3.7,3.9,4.6,23.4,13.6,11.3,8.2,6.9,9.2,4.3,2.2
ZCTA5 15203,3.8,83.6,7.8,0.0,1.9,0.0,0.4,2.5,54.0,46.0,1.9,1.8,1.7,2.2,22.7,34.1,7.8,6.4,4.4,5.4,6.3,4.1,1.1
ZCTA5 15204,1.7,50.4,39.4,0.0,3.0,0.0,1.1,4.4,47.1,52.9,6.3,7.1,7.8,4.7,5.0,14.2,13.0,12.6,7.5,6.1,9.2,4.3,2.1
ZCTA5 15205,1.3,82.5,11.0,0.0,2.8,0.0,0.0,2.4,47.2,52.8,6.3,5.0,3.9,5.2,6.4,20.2,12.0,12.7,6.8,6.3,9.5,4.0,1.7
ZCTA5 15206,4.5,52.6,33.1,0.1,5.8,0.0,0.5,3.3,48.6,51.4,4.8,3.9,4.3,4.8,8.1,23.1,12.2,10.6,5.1,5.4,9.9,4.8,3.1
ZCTA5 15207,4.1,72.8,18.4,0.0,2.2,0.0,0.0,2.5,47.2,52.8,5.1,5.7,4.5,5.2,5.1,15.2,12.3,12.5,8.5,7.1,9.1,6.4,3.2
ZCTA5 15208,2.3,33.6,59.1,0.0,1.7,0.0,0.1,3.3,43.8,56.2,6.2,7.0,8.4,5.0,5.1,17.2,9.7,8.8,5.6,8.2,10.7,4.7,3.4
ZCTA5 15209,1.5,92.0,3.3,0.0,0.5,0.2,0.0,2.5,52.4,47.6,5.0,5.3,3.9,5.1,4.0,14.5,11.3,14.0,9.9,7.7,11.6,5.0,2.6
