ZIP_CODE,PO_NAME,STATE,ZIP_TYPE,ZCTA,zip_join_type
8246,South Seaville,NJ,Post Office or large volume customer,08246,Zip matches ZCTA
8247,Stone Harbor,NJ,Zip Code Area,08247,Zip matches ZCTA
8248,Strathmere,NJ,Zip Code Area,08248,Zip matches ZCTA
8250,Tuckahoe,NJ,Post Office or large volume customer,08270,Spatial join to ZCTA
8251,Villas,NJ,Zip Code Area,08251,Zip matches ZCTA
8252,Whitesboro,NJ,Post Office or large volume customer,08210,Spatial join to ZCTA
8260,Wildwood,NJ,Zip Code Area,08260,Zip matches ZCTA
8270,Woodbine,NJ,Zip Code Area,08270,Zip matches ZCTA
8302,Bridgeton,NJ,Zip Code Area,08302,Zip matches ZCTA
8310,Buena,NJ,Zip Code Area,08310,Zip matches ZCTA
8311,Cedarville,NJ,Zip Code Area,08311,Zip matches ZCTA
8312,Clayton,NJ,Zip Code Area,08312,Zip matches ZCTA
8313,Deerfield Street,NJ,Post Office or large volume customer,08302,Spatial join to ZCTA
8314,Delmont,NJ,Zip Code Area,08314,Zip matches ZCTA
8315,Dividing Creek,NJ,Post Office or large volume customer,08349,Spatial join to ZCTA
8316,Dorchester,NJ,Post Office or large volume customer,08316,Zip matches ZCTA
8317,Dorothy,NJ,Zip Code Area,08317,Zip matches ZCTA
8318,Elmer,NJ,Zip Code Area,08318,Zip matches ZCTA
8319,Estell Manor,NJ,Zip Code Area,08319,Zip matches ZCTA
8320,Fairton,NJ,Post Office or large volume customer,08320,Zip matches ZCTA
8321,Fortescue,NJ,Zip Code Area,08321,Zip matches ZCTA
8322,Franklinville,NJ,Zip Code Area,08322,Zip matches ZCTA
8323,Greenwich,NJ,Zip Code Area,08323,Zip matches ZCTA
8324,Heislerville,NJ,Zip Code Area,08324,Zip matches ZCTA
8326,Landisville,NJ,Zip Code Area,08326,Zip matches ZCTA
8327,Leesburg,NJ,Zip Code Area,08327,Zip matches ZCTA
8328,Malaga,NJ,Zip Code Area,08328,Zip matches ZCTA
8329,Mauricetown,NJ,Post Office or large volume customer,08329,Zip matches ZCTA
8330,Mays Landing,NJ,Zip Code Area,08330,Zip matches ZCTA
8332,Millville,NJ,Zip Code Area,08332,Zip matches ZCTA
8340,Milmay,NJ,Zip Code Area,08340,Zip matches ZCTA
8341,Minotola,NJ,Zip Code Area,08341,Zip matches ZCTA
8342,Mizpah,NJ,Post Office or large volume customer,08330,Spatial join to ZCTA
8343,Monroeville,NJ,Zip Code Area,08343,Zip matches ZCTA
8344,Newfield,NJ,Zip Code Area,08344,Zip matches ZCTA
8345,Newport,NJ,Zip Code Area,08345,Zip matches ZCTA
8346,Newtonville,NJ,Zip Code Area,08346,Zip matches ZCTA
8347,Norma,NJ,Post Office or large volume customer,08318,Spatial join to ZCTA
8348,Port Elizabeth,NJ,Post Office or large volume customer,08348,Zip matches ZCTA
8349,Port Norris,NJ,Zip Code Area,08349,Zip matches ZCTA
8350,Richland,NJ,Zip Code Area,08350,Zip matches ZCTA
8352,Rosenhayn,NJ,Post Office or large volume customer,08352,Zip matches ZCTA
8353,Shiloh,NJ,Zip Code Area,08353,Zip matches ZCTA
8360,Vineland,NJ,Zip Code Area,08360,Zip matches ZCTA
8361,Vineland,NJ,Zip Code Area,08361,Zip matches ZCTA
8362,Vineland,NJ,Post Office or large volume customer,08360,Spatial join to ZCTA
8401,Atlantic City,NJ,Zip Code Area,08401,Zip matches ZCTA
8402,Margate City,NJ,Zip Code Area,08402,Zip matches ZCTA
8403,Longport,NJ,Zip Code Area,08403,Zip matches ZCTA
8404,Atlantic City,NJ,Post Office or large volume customer,08401,Spatial join to ZCTA
8405,Atlantic City,NJ,Post Office or large volume customer,08401,Spatial join to ZCTA
8406,Ventnor City,NJ,Zip Code Area,08406,Zip matches ZCTA
8501,Allentown,NJ,Zip Code Area,08501,Zip matches ZCTA
8502,Belle Mead,NJ,Zip Code Area,08502,Zip matches ZCTA
8504,Blawenburg,NJ,Post Office or large volume customer,08558,Spatial join to ZCTA
8505,Bordentown,NJ,Zip Code Area,08505,Zip matches ZCTA
8510,Millstone Township,NJ,Zip Code Area,08510,Zip matches ZCTA
8511,Cookstown,NJ,Zip Code Area,08511,Zip matches ZCTA
8512,Cranbury,NJ,Zip Code Area,08512,Zip matches ZCTA
8514,Cream Ridge,NJ,Zip Code Area,08514,Zip matches ZCTA
8515,Chesterfield,NJ,Zip Code Area,08515,Zip matches ZCTA
8518,Florence,NJ,Zip Code Area,08518,Zip matches ZCTA
8520,Hightstown,NJ,Zip Code Area,08520,Zip matches ZCTA
8525,Hopewell,NJ,Zip Code Area,08525,Zip matches ZCTA
8526,Imlaystown,NJ,Post Office or large volume customer,08514,Spatial join to ZCTA
8527,Jackson,NJ,Zip Code Area,08527,Zip matches ZCTA
8528,Kingston,NJ,Zip Code Area,08528,Zip matches ZCTA
8530,Lambertville,NJ,Zip Code Area,08530,Zip matches ZCTA
8533,New Egypt,NJ,Zip Code Area,08533,Zip matches ZCTA
8534,Pennington,NJ,Zip Code Area,08534,Zip matches ZCTA
8535,Millstone Township,NJ,Zip Code Area,08535,Zip matches ZCTA
8536,Plainsboro,NJ,Zip Code Area,08536,Zip matches ZCTA
8540,Princeton,NJ,Zip Code Area,08540,Zip matches ZCTA
8541,Princeton,NJ,Post Office or large volume customer,08540,Spatial join to ZCTA
8542,Princeton,NJ,Zip Code Area,08542,Zip matches ZCTA
8543,Princeton,NJ,Post Office or large volume customer,08540,Spatial join to ZCTA
8544,Princeton,NJ,Zip Code Area,08542,Spatial join to ZCTA
8550,Princeton Junction,NJ,Zip Code Area,08550,Zip matches ZCTA
8551,Ringoes,NJ,Zip Code Area,08551,Zip matches ZCTA
8553,Rocky Hill,NJ,Zip Code Area,08553,Zip matches ZCTA
8554,Roebling,NJ,Zip Code Area,08554,Zip matches ZCTA
8555,Roosevelt,NJ,Zip Code Area,08555,Zip matches ZCTA
8556,Rosemont,NJ,Zip Code Area,08559,Spatial join to ZCTA
8557,Sergeantsville,NJ,Post Office or large volume customer,08559,Spatial join to ZCTA
8558,Skillman,NJ,Zip Code Area,08558,Zip matches ZCTA
8559,Stockton,NJ,Zip Code Area,08559,Zip matches ZCTA
8560,Titusville,NJ,Zip Code Area,08560,Zip matches ZCTA
8561,Windsor,NJ,Zip Code Area,08561,Zip matches ZCTA
8562,Wrightstown,NJ,Zip Code Area,08562,Zip matches ZCTA
8601,Trenton,NJ,Post Office or large volume customer,08608,Spatial join to ZCTA
8602,Trenton,NJ,Post Office or large volume customer,08608,Spatial join to ZCTA
8603,Trenton,NJ,Post Office or large volume customer,08608,Spatial join to ZCTA
8604,Trenton,NJ,Post Office or large volume customer,08608,Spatial join to ZCTA
8605,Trenton,NJ,Post Office or large volume customer,08608,Spatial join to ZCTA
8606,Trenton,NJ,Post Office or large volume customer,08608,Spatial join to ZCTA
8607,Trenton,NJ,Post Office or large volume customer,08608,Spatial join to ZCTA
8608,Trenton,NJ,Zip Code Area,08608,Zip matches ZCTA
8609,Trenton,NJ,Zip Code Area,08609,Zip matches ZCTA
8610,Trenton,NJ,Zip Code Area,08610,Zip matches ZCTA
8611,Trenton,NJ,Zip Code Area,08611,Zip matches ZCTA
8618,Trenton,NJ,Zip Code Area,08618,Zip matches ZCTA
8619,Trenton,NJ,Zip Code Area,08619,Zip matches ZCTA
8620,Trenton,NJ,Zip Code Area,08620,Zip matches ZCTA
8625,Trenton,NJ,Post Office or large volume customer,08608,Spatial join to ZCTA
8628,Trenton,NJ,Zip Code Area,08628,Zip matches ZCTA
8629,Trenton,NJ,Zip Code Area,08629,Zip matches ZCTA
8638,Trenton,NJ,Zip Code Area,08638,Zip matches ZCTA
8640,Joint Base MDL,NJ,Zip Code Area,08640,Zip matches ZCTA
8641,Joint Base MDL,NJ,Zip Code Area,08641,Zip matches ZCTA
8645,Trenton,NJ,Post Office or large volume customer,08608,Spatial join to ZCTA
8646,Trenton,NJ,Post Office or large volume customer,08608,Spatial join to ZCTA
8647,Trenton,NJ,Post Office or large volume customer,08608,Spatial join to ZCTA
8648,Lawrence Township,NJ,Zip Code Area,08648,Zip matches ZCTA
8650,Trenton,NJ,Post Office or large volume customer,08691,Spatial join to ZCTA
8666,Trenton,NJ,Post Office or large volume customer,08608,Spatial join to ZCTA
8690,Trenton,NJ,Zip Code Area,08690,Zip matches ZCTA
8691,Trenton,NJ,Zip Code Area,08691,Zip matches ZCTA
8695,Trenton,NJ,Post Office or large volume customer,08608,Spatial join to ZCTA
8701,Lakewood,NJ,Zip Code Area,08701,Zip matches ZCTA
8720,Allenwood,NJ,Zip Code Area,08720,Zip matches ZCTA
8721,Bayville,NJ,Zip Code Area,08721,Zip matches ZCTA
8722,Beachwood,NJ,Zip Code Area,08722,Zip matches ZCTA
8723,Brick,NJ,Zip Code Area,08723,Zip matches ZCTA
8724,Brick,NJ,Zip Code Area,08724,Zip matches ZCTA
8730,Brielle,NJ,Zip Code Area,08730,Zip matches ZCTA
8731,Forked River,NJ,Zip Code Area,08731,Zip matches ZCTA
8732,Island Heights,NJ,Zip Code Area,08732,Zip matches ZCTA
8733,Lakehurst,NJ,Zip Code Area,08733,Zip matches ZCTA
8734,Lanoka Harbor,NJ,Zip Code Area,08734,Zip matches ZCTA
8735,Lavallette,NJ,Zip Code Area,08735,Zip matches ZCTA
8736,Manasquan,NJ,Zip Code Area,08736,Zip matches ZCTA
8738,Mantoloking,NJ,Zip Code Area,08738,Zip matches ZCTA
8739,Normandy Beach,NJ,Post Office or large volume customer,08738,Spatial join to ZCTA
8740,Ocean Gate,NJ,Zip Code Area,08740,Zip matches ZCTA
8741,Pine Beach,NJ,Zip Code Area,08741,Zip matches ZCTA
8742,Point Pleasant Beach,NJ,Zip Code Area,08742,Zip matches ZCTA
8750,Sea Girt,NJ,Zip Code Area,08750,Zip matches ZCTA
8751,Seaside Heights,NJ,Zip Code Area,08751,Zip matches ZCTA
8752,Seaside Park,NJ,Zip Code Area,08752,Zip matches ZCTA
8753,Toms River,NJ,Zip Code Area,08753,Zip matches ZCTA
8754,Toms River,NJ,Post Office or large volume customer,08753,Spatial join to ZCTA
8755,Toms River,NJ,Zip Code Area,08755,Zip matches ZCTA
8756,Toms River,NJ,Post Office or large volume customer,08721,Spatial join to ZCTA
8757,Toms River,NJ,Zip Code Area,08757,Zip matches ZCTA
8758,Waretown,NJ,Zip Code Area,08758,Zip matches ZCTA
8759,Manchester Township,NJ,Zip Code Area,08759,Zip matches ZCTA
8801,Annandale,NJ,Zip Code Area,08801,Zip matches ZCTA
8802,Asbury,NJ,Zip Code Area,08802,Zip matches ZCTA
8803,Baptistown,NJ,Post Office or large volume customer,08825,Spatial join to ZCTA
8804,Bloomsbury,NJ,Zip Code Area,08804,Zip matches ZCTA
8805,Bound Brook,NJ,Zip Code Area,08805,Zip matches ZCTA
8807,Bridgewater,NJ,Zip Code Area,08807,Zip matches ZCTA
8808,Broadway,NJ,Post Office or large volume customer,08808,Zip matches ZCTA
8809,Clinton,NJ,Zip Code Area,08809,Zip matches ZCTA
8810,Dayton,NJ,Zip Code Area,08810,Zip matches ZCTA
8812,Dunellen,NJ,Zip Code Area,08812,Zip matches ZCTA
8816,East Brunswick,NJ,Zip Code Area,08816,Zip matches ZCTA
8817,Edison,NJ,Zip Code Area,08817,Zip matches ZCTA
8818,Edison,NJ,Post Office or large volume customer,08817,Spatial join to ZCTA
8820,Edison,NJ,Zip Code Area,08820,Zip matches ZCTA
8821,Flagtown,NJ,Post Office or large volume customer,08821,Zip matches ZCTA
8822,Flemington,NJ,Zip Code Area,08822,Zip matches ZCTA
8823,Franklin Park,NJ,Zip Code Area,08823,Zip matches ZCTA
8824,Kendall Park,NJ,Zip Code Area,08824,Zip matches ZCTA
8825,Frenchtown,NJ,Zip Code Area,08825,Zip matches ZCTA
8826,Glen Gardner,NJ,Zip Code Area,08826,Zip matches ZCTA
8827,Hampton,NJ,Zip Code Area,08827,Zip matches ZCTA
8828,Helmetta,NJ,Zip Code Area,08828,Zip matches ZCTA
8829,High Bridge,NJ,Zip Code Area,08829,Zip matches ZCTA
8830,Iselin,NJ,Zip Code Area,08830,Zip matches ZCTA
8831,Monroe Township,NJ,Zip Code Area,08831,Zip matches ZCTA
8832,Keasbey,NJ,Zip Code Area,08832,Zip matches ZCTA
8833,Lebanon,NJ,Zip Code Area,08833,Zip matches ZCTA
8834,Little York,NJ,Post Office or large volume customer,08848,Spatial join to ZCTA
8835,Manville,NJ,Zip Code Area,08835,Zip matches ZCTA
8836,Martinsville,NJ,Zip Code Area,08836,Zip matches ZCTA
8837,Edison,NJ,Zip Code Area,08837,Zip matches ZCTA
8840,Metuchen,NJ,Zip Code Area,08840,Zip matches ZCTA
8844,Hillsborough,NJ,Zip Code Area,08844,Zip matches ZCTA
8846,Middlesex,NJ,Zip Code Area,08846,Zip matches ZCTA
8848,Milford,NJ,Zip Code Area,08848,Zip matches ZCTA
8850,Milltown,NJ,Zip Code Area,08850,Zip matches ZCTA
8852,Monmouth Junction,NJ,Zip Code Area,08852,Zip matches ZCTA
8853,Neshanic Station,NJ,Zip Code Area,08853,Zip matches ZCTA
8854,Piscataway,NJ,Zip Code Area,08854,Zip matches ZCTA
8855,Piscataway,NJ,Post Office or large volume customer,08854,Spatial join to ZCTA
8857,Old Bridge,NJ,Zip Code Area,08857,Zip matches ZCTA
8858,Oldwick,NJ,Post Office or large volume customer,08858,Zip matches ZCTA
8859,Parlin,NJ,Zip Code Area,08859,Zip matches ZCTA
8861,Perth Amboy,NJ,Zip Code Area,08861,Zip matches ZCTA
8862,Perth Amboy,NJ,Post Office or large volume customer,08861,Spatial join to ZCTA
8863,Fords,NJ,Zip Code Area,08863,Zip matches ZCTA
8865,Phillipsburg,NJ,Zip Code Area,08865,Zip matches ZCTA
8867,Pittstown,NJ,Zip Code Area,08867,Zip matches ZCTA
8868,Quakertown,NJ,Post Office or large volume customer,08867,Spatial join to ZCTA
8869,Raritan,NJ,Zip Code Area,08869,Zip matches ZCTA
8870,Readington,NJ,Post Office or large volume customer,08889,Spatial join to ZCTA
8871,Sayreville,NJ,Post Office or large volume customer,08872,Spatial join to ZCTA
8872,Sayreville,NJ,Zip Code Area,08872,Zip matches ZCTA
8873,Somerset,NJ,Zip Code Area,08873,Zip matches ZCTA
8875,Somerset,NJ,Post Office or large volume customer,08873,Spatial join to ZCTA
8876,Somerville,NJ,Zip Code Area,08876,Zip matches ZCTA
8879,South Amboy,NJ,Zip Code Area,08879,Zip matches ZCTA
8880,South Bound Brook,NJ,Zip Code Area,08880,Zip matches ZCTA
8882,South River,NJ,Zip Code Area,08882,Zip matches ZCTA
8884,Spotswood,NJ,Zip Code Area,08884,Zip matches ZCTA
8885,Stanton,NJ,Post Office or large volume customer,08822,Spatial join to ZCTA
8886,Stewartsville,NJ,Zip Code Area,08886,Zip matches ZCTA
8887,Three Bridges,NJ,Zip Code Area,08887,Zip matches ZCTA
8888,Whitehouse,NJ,Post Office or large volume customer,08889,Spatial join to ZCTA
8889,Whitehouse Station,NJ,Zip Code Area,08889,Zip matches ZCTA
8890,Zarephath,NJ,Post Office or large volume customer,08890,Zip matches ZCTA
8899,Edison,NJ,Post Office or large volume customer,08817,Spatial join to ZCTA
8901,New Brunswick,NJ,Zip Code Area,08901,Zip matches ZCTA
8902,North Brunswick,NJ,Zip Code Area,08902,Zip matches ZCTA
8903,New Brunswick,NJ,Post Office or large volume customer,08901,Spatial join to ZCTA
8904,Highland Park,NJ,Zip Code Area,08904,Zip matches ZCTA
8906,New Brunswick,NJ,Post Office or large volume customer,08817,Spatial join to ZCTA
8933,New Brunswick,NJ,Post Office or large volume customer,08901,Spatial join to ZCTA
8989,New Brunswick,NJ,Post Office or large volume customer,08817,Spatial join to ZCTA
10001,New York,NY,Zip Code Area,10001,Zip matches ZCTA
10002,New York,NY,Zip Code Area,10002,Zip matches ZCTA
10003,New York,NY,Zip Code Area,10003,Zip matches ZCTA
10004,New York,NY,Zip Code Area,10004,Zip matches ZCTA
10005,New York,NY,Zip Code Area,10005,Zip matches ZCTA
10006,New York,NY,Zip Code Area,10006,Zip matches ZCTA
10007,New York,NY,Zip Code Area,10007,Zip matches ZCTA
10008,New York,NY,Post Office or large volume customer,10007,Spatial join to ZCTA
10009,New York,NY,Zip Code Area,10009,Zip matches ZCTA
10010,New York,NY,Zip Code Area,10010,Zip matches ZCTA
10011,New York,NY,Zip Code Area,10011,Zip matches ZCTA
10012,New York,NY,Zip Code Area,10012,Zip matches ZCTA
10013,New York,NY,Zip Code Area,10013,Zip matches ZCTA
10014,New York,NY,Zip Code Area,10014,Zip matches ZCTA
10016,New York,NY,Zip Code Area,10016,Zip matches ZCTA
10017,New York,NY,Zip Code Area,10017,Zip matches ZCTA
10018,New York,NY,Zip Code Area,10018,Zip matches ZCTA
10019,New York,NY,Zip Code Area,10019,Zip matches ZCTA
10020,New York,NY,Zip Code Area,10020,Zip matches ZCTA
10021,New York,NY,Zip Code Area,10021,Zip matches ZCTA
10022,New York,NY,Zip Code Area,10022,Zip matches ZCTA
10023,New York,NY,Zip Code Area,10023,Zip matches ZCTA
10024,New York,NY,Zip Code Area,10024,Zip matches ZCTA
10025,New York,NY,Zip Code Area,10025,Zip matches ZCTA
10026,New York,NY,Zip Code Area,10026,Zip matches ZCTA
10027,New York,NY,Zip Code Area,10027,Zip matches ZCTA
10028,New York,NY,Zip Code Area,10028,Zip matches ZCTA
10029,New York,NY,Zip Code Area,10029,Zip matches ZCTA
10030,New York,NY,Zip Code Area,10030,Zip matches ZCTA
10031,New York,NY,Zip Code Area,10031,Zip matches ZCTA
10032,New York,NY,Zip Code Area,10032,Zip matches ZCTA
10033,New York,NY,Zip Code Area,10033,Zip matches ZCTA
10034,New York,NY,Zip Code Area,10034,Zip matches ZCTA
10035,New York,NY,Zip Code Area,10035,Zip matches ZCTA
10036,New York,NY,Zip Code Area,10036,Zip matches ZCTA
10037,New York,NY,Zip Code Area,10037,Zip matches ZCTA
10038,New York,NY,Zip Code Area,10038,Zip matches ZCTA
10039,New York,NY,Zip Code Area,10039,Zip matches ZCTA
10040,New York,NY,Zip Code Area,10040,Zip matches ZCTA
10041,New York,NY,Post Office or large volume customer,10004,Spatial join to ZCTA
10043,New York,NY,Post Office or large volume customer,10005,Spatial join to ZCTA
10044,New York,NY,Zip Code Area,10044,Zip matches ZCTA
10045,New York,NY,Post Office or large volume customer,10005,Spatial join to ZCTA
10055,New York,NY,Post Office or large volume customer,10022,Spatial join to ZCTA
10060,New York,NY,Post Office or large volume customer,10199,Spatial join to ZCTA
10065,New York,NY,Zip Code Area,10065,Zip matches ZCTA
10069,New York,NY,Zip Code Area,10069,Zip matches ZCTA
10075,New York,NY,Zip Code Area,10075,Zip matches ZCTA
10080,New York,NY,Post Office or large volume customer,10280,Spatial join to ZCTA
10081,New York,NY,Post Office or large volume customer,10005,Spatial join to ZCTA
10087,New York,NY,Post Office or large volume customer,10017,Spatial join to ZCTA
10090,New York,NY,Post Office or large volume customer,10007,Spatial join to ZCTA
10101,New York,NY,Post Office or large volume customer,10019,Spatial join to ZCTA
10102,New York,NY,Post Office or large volume customer,10019,Spatial join to ZCTA
10103,New York,NY,Post Office or large volume customer,10103,Zip matches ZCTA
10104,New York,NY,Post Office or large volume customer,10019,Spatial join to ZCTA
10105,New York,NY,Post Office or large volume customer,10019,Spatial join to ZCTA
10106,New York,NY,Post Office or large volume customer,10019,Spatial join to ZCTA
10107,New York,NY,Post Office or large volume customer,10019,Spatial join to ZCTA
10108,New York,NY,Post Office or large volume customer,10036,Spatial join to ZCTA
10109,New York,NY,Post Office or large volume customer,10036,Spatial join to ZCTA
10110,New York,NY,Post Office or large volume customer,10110,Zip matches ZCTA
10111,New York,NY,Post Office or large volume customer,10111,Zip matches ZCTA
10112,New York,NY,Post Office or large volume customer,10112,Zip matches ZCTA
10113,New York,NY,Post Office or large volume customer,10011,Spatial join to ZCTA
10114,New York,NY,Post Office or large volume customer,10003,Spatial join to ZCTA
10115,New York,NY,Post Office or large volume customer,10115,Zip matches ZCTA
10116,New York,NY,Post Office or large volume customer,10199,Spatial join to ZCTA
10117,New York,NY,Post Office or large volume customer,10119,Spatial join to ZCTA
10118,New York,NY,Post Office or large volume customer,10001,Spatial join to ZCTA
10119,New York,NY,Post Office or large volume customer,10119,Zip matches ZCTA
10120,New York,NY,Post Office or large volume customer,10001,Spatial join to ZCTA
10121,New York,NY,Post Office or large volume customer,10011,Spatial join to ZCTA
10122,New York,NY,Post Office or large volume customer,10001,Spatial join to ZCTA
10123,New York,NY,Post Office or large volume customer,10001,Spatial join to ZCTA
10124,New York,NY,Post Office or large volume customer,10152,Spatial join to ZCTA
10125,New York,NY,Post Office or large volume customer,10001,Spatial join to ZCTA
10126,New York,NY,Post Office or large volume customer,10022,Spatial join to ZCTA
10128,New York,NY,Zip Code Area,10128,Zip matches ZCTA
10129,New York,NY,Post Office or large volume customer,10018,Spatial join to ZCTA
10130,New York,NY,Post Office or large volume customer,10001,Spatial join to ZCTA
10131,New York,NY,Post Office or large volume customer,10021,Spatial join to ZCTA
10132,New York,NY,Post Office or large volume customer,10024,Spatial join to ZCTA
10133,New York,NY,Post Office or large volume customer,10023,Spatial join to ZCTA
10138,New York,NY,Post Office or large volume customer,10016,Spatial join to ZCTA
10150,New York,NY,Post Office or large volume customer,10022,Spatial join to ZCTA
10151,New York,NY,Post Office or large volume customer,10022,Spatial join to ZCTA
10152,New York,NY,Post Office or large volume customer,10152,Zip matches ZCTA
10153,New York,NY,Post Office or large volume customer,10153,Zip matches ZCTA
10154,New York,NY,Post Office or large volume customer,10154,Zip matches ZCTA
10155,New York,NY,Post Office or large volume customer,10022,Spatial join to ZCTA
10156,New York,NY,Post Office or large volume customer,10016,Spatial join to ZCTA
10157,New York,NY,Post Office or large volume customer,10016,Spatial join to ZCTA
10158,New York,NY,Post Office or large volume customer,10016,Spatial join to ZCTA
10159,New York,NY,Post Office or large volume customer,10010,Spatial join to ZCTA
10160,New York,NY,Post Office or large volume customer,10010,Spatial join to ZCTA
10162,New York,NY,Post Office or large volume customer,10162,Zip matches ZCTA
10163,New York,NY,Post Office or large volume customer,10170,Spatial join to ZCTA
10164,New York,NY,Post Office or large volume customer,10017,Spatial join to ZCTA
10165,New York,NY,Post Office or large volume customer,10165,Zip matches ZCTA
10166,New York,NY,Post Office or large volume customer,10017,Spatial join to ZCTA
10167,New York,NY,Post Office or large volume customer,10167,Zip matches ZCTA
10168,New York,NY,Post Office or large volume customer,10168,Zip matches ZCTA
10169,New York,NY,Post Office or large volume customer,10169,Zip matches ZCTA
10170,New York,NY,Post Office or large volume customer,10170,Zip matches ZCTA
10171,New York,NY,Post Office or large volume customer,10171,Zip matches ZCTA
10172,New York,NY,Post Office or large volume customer,10172,Zip matches ZCTA
10173,New York,NY,Post Office or large volume customer,10173,Zip matches ZCTA
10174,New York,NY,Post Office or large volume customer,10174,Zip matches ZCTA
10175,New York,NY,Post Office or large volume customer,10173,Spatial join to ZCTA
10176,New York,NY,Post Office or large volume customer,10017,Spatial join to ZCTA
10177,New York,NY,Post Office or large volume customer,10177,Zip matches ZCTA
10178,New York,NY,Post Office or large volume customer,10016,Spatial join to ZCTA
10179,New York,NY,Post Office or large volume customer,10017,Spatial join to ZCTA
10185,New York,NY,Post Office or large volume customer,10017,Spatial join to ZCTA
10199,New York,NY,Post Office or large volume customer,10199,Zip matches ZCTA
10203,New York,NY,Post Office or large volume customer,10005,Spatial join to ZCTA
10211,New York,NY,Post Office or large volume customer,10199,Spatial join to ZCTA
10212,New York,NY,Post Office or large volume customer,10199,Spatial join to ZCTA
10213,New York,NY,Post Office or large volume customer,10013,Spatial join to ZCTA
10242,New York,NY,Post Office or large volume customer,10007,Spatial join to ZCTA
10249,New York,NY,Post Office or large volume customer,10007,Spatial join to ZCTA
10256,New York,NY,Post Office or large volume customer,10006,Spatial join to ZCTA
10258,New York,NY,Post Office or large volume customer,10271,Spatial join to ZCTA
10259,New York,NY,Post Office or large volume customer,10017,Spatial join to ZCTA
10260,New York,NY,Post Office or large volume customer,10005,Spatial join to ZCTA
10261,New York,NY,Post Office or large volume customer,10017,Spatial join to ZCTA
10265,New York,NY,Post Office or large volume customer,10005,Spatial join to ZCTA
10268,New York,NY,Post Office or large volume customer,10007,Spatial join to ZCTA
10269,New York,NY,Post Office or large volume customer,10005,Spatial join to ZCTA
10270,New York,NY,Post Office or large volume customer,10005,Spatial join to ZCTA
10271,New York,NY,Post Office or large volume customer,10271,Zip matches ZCTA
10272,New York,NY,Post Office or large volume customer,10038,Spatial join to ZCTA
10273,New York,NY,Post Office or large volume customer,10038,Spatial join to ZCTA
10274,New York,NY,Post Office or large volume customer,10007,Spatial join to ZCTA
10275,New York,NY,Post Office or large volume customer,10004,Spatial join to ZCTA
10276,New York,NY,Post Office or large volume customer,10003,Spatial join to ZCTA
10277,New York,NY,Post Office or large volume customer,10278,Spatial join to ZCTA
10278,New York,NY,Post Office or large volume customer,10278,Zip matches ZCTA
10279,New York,NY,Post Office or large volume customer,10279,Zip matches ZCTA
10280,New York,NY,Zip Code Area,10280,Zip matches ZCTA
10281,New York,NY,Post Office or large volume customer,10280,Spatial join to ZCTA
10282,New York,NY,Zip Code Area,10282,Zip matches ZCTA
10285,New York,NY,Post Office or large volume customer,10282,Spatial join to ZCTA
10286,New York,NY,Post Office or large volume customer,10005,Spatial join to ZCTA
10301,Staten Island,NY,Zip Code Area,10301,Zip matches ZCTA
10302,Staten Island,NY,Zip Code Area,10302,Zip matches ZCTA
10303,Staten Island,NY,Zip Code Area,10303,Zip matches ZCTA
10304,Staten Island,NY,Zip Code Area,10304,Zip matches ZCTA
10305,Staten Island,NY,Zip Code Area,10305,Zip matches ZCTA
10306,Staten Island,NY,Zip Code Area,10306,Zip matches ZCTA
10307,Staten Island,NY,Zip Code Area,10307,Zip matches ZCTA
10308,Staten Island,NY,Zip Code Area,10308,Zip matches ZCTA
10309,Staten Island,NY,Zip Code Area,10309,Zip matches ZCTA
10310,Staten Island,NY,Zip Code Area,10310,Zip matches ZCTA
10311,Staten Island,NY,Post Office or large volume customer,10311,Zip matches ZCTA
10312,Staten Island,NY,Zip Code Area,10312,Zip matches ZCTA
10313,Staten Island,NY,Post Office or large volume customer,10314,Spatial join to ZCTA
10314,Staten Island,NY,Zip Code Area,10314,Zip matches ZCTA
10451,Bronx,NY,Zip Code Area,10451,Zip matches ZCTA
10452,Bronx,NY,Zip Code Area,10452,Zip matches ZCTA
10453,Bronx,NY,Zip Code Area,10453,Zip matches ZCTA
10454,Bronx,NY,Zip Code Area,10454,Zip matches ZCTA
10455,Bronx,NY,Zip Code Area,10455,Zip matches ZCTA
10456,Bronx,NY,Zip Code Area,10456,Zip matches ZCTA
10457,Bronx,NY,Zip Code Area,10457,Zip matches ZCTA
10458,Bronx,NY,Zip Code Area,10458,Zip matches ZCTA
10459,Bronx,NY,Zip Code Area,10459,Zip matches ZCTA
10460,Bronx,NY,Zip Code Area,10460,Zip matches ZCTA
10461,Bronx,NY,Zip Code Area,10461,Zip matches ZCTA
10462,Bronx,NY,Zip Code Area,10462,Zip matches ZCTA
10463,Bronx,NY,Zip Code Area,10463,Zip matches ZCTA
10464,Bronx,NY,Zip Code Area,10464,Zip matches ZCTA
10465,Bronx,NY,Zip Code Area,10465,Zip matches ZCTA
10466,Bronx,NY,Zip Code Area,10466,Zip matches ZCTA
10467,Bronx,NY,Zip Code Area,10467,Zip matches ZCTA
10468,Bronx,NY,Zip Code Area,10468,Zip matches ZCTA
10469,Bronx,NY,Zip Code Area,10469,Zip matches ZCTA
10470,Bronx,NY,Zip Code Area,10470,Zip matches ZCTA
10471,Bronx,NY,Zip Code Area,10471,Zip matches ZCTA
