group,subgroup,prompt
socialism,Gandhian_socialism,Gandhian socialism generally centers on Hind Swaraj 
socialism,Gandhian_socialism,"Thus, Gandhian socialism differed from Western socialism "
socialism,Gandhian_socialism,"Hence, Gandhian socialism roots for economic social "
socialism,Gandhian_socialism,"Therefore, Gandhian socialism advocates a society without "
socialism,Islamic_socialism,Islamic socialism is a political philosophy that 
socialism,Islamic_socialism,"In the modern era, Islamic socialism can "
socialism,Revolutionary_socialism,Revolutionary socialism is the socialist doctrine that 
socialism,Revolutionary_socialism,Revolutionary socialism encompasses multiple political and social 
socialism,Revolutionary_socialism,"Revolutionary socialism also includes non-Marxist movements, such "
socialism,Revolutionary_socialism,Revolutionary socialism is opposed to social movements 
socialism,Revolutionary_socialism,Liebknecht wrote Revolutionary Socialism in Germany in 
socialism,Revolutionary_socialism,"Today, many Trotskyist groups advocate ""revolutionary socialism"" "
socialism,Ethical_socialism,Ethical socialism is a political philosophy that 
socialism,Ethical_socialism,Ethical socialism was an important ideology within 
socialism,Ethical_socialism,Ethical socialism has been publicly supported by 
socialism,Ethical_socialism,Ethical socialism is distinct in its focus 
socialism,Ethical_socialism,Blair has defined ethical socialism with similar 
socialism,African_socialism,African socialism is a belief in sharing 
socialism,African_socialism,Julius Nyerere's perceived African socialism as being 
socialism,Socialism_in_Tunisia,Socialism in Tunisia or Tunisian socialism is a 
socialism,Socialism_in_Hong_Kong,Socialism in Hong Kong is a political trend taking 
socialism,Socialism_in_Iran,Socialism in Iran or Iranian socialism is a 
socialism,Socialism_in_Pakistan,Much of the remaining socialism in Pakistan today 
socialism,Criticism_of_socialism,Criticism of socialism is any critique of socialist 
socialism,Types_of_socialism,Types of socialism include a range of economic 
socialism,Arab_socialism,Arab socialism is a political ideology based 
socialism,Arab_socialism,Arab socialism is distinct from the much 
socialism,Arab_socialism,"The term ""Arab socialism"" was coined by "
socialism,Arab_socialism,"However, in using the term ""Arab socialism,"" "
socialism,Arab_socialism,The main cardinal difference between Arab socialism 
socialism,Arab_socialism,Left-wingers dismiss Arab socialism with contempt as 
socialism,Socialism_in_One_Country,Socialism in one country (Russian: социали́зм в отде́льно взя́той 
socialism,Socialism_in_One_Country,and the Soviet Union adopted socialism in one country 
socialism,Socialism_in_One_Country,The exponents of socialism in one country contend that 
socialism,Socialism_in_One_Country,"""Socialism in One Country, "
socialism,Socialism_in_One_Country,"""Socialism in one "
socialism,Socialism_in_One_Country,The Reactionary Theory of Socialism in One 
socialism,Socialism_in_One_Country,"""Socialism in one country: a "
socialism,Socialism_in_One_Country,"""Lenin's Conception of Socialism in One Country, "
socialism,Market_socialism,Market socialism is a type of economic 
socialism,Market_socialism,Market socialism differs from non-market socialism in 
socialism,Market_socialism,Market socialism also contrasts with social democratic 
socialism,Market_socialism,Contemporary market socialism emerged from the debate 
socialism,Market_socialism,Among early advocates of market socialism were 
socialism,Market_socialism,Proponents of early market socialism include the 
socialism,Market_socialism,This form of market socialism has been 
socialism,Market_socialism,Market socialism has also been used to 
socialism,Market_socialism,Alternative outlines for market socialism involve models 
socialism,Market_socialism,The Lange–Dickinson version of market socialism kept 
socialism,Market_socialism,"In this sense, market socialism was first "
socialism,Market_socialism,"Later, elements of market socialism were introduced "
socialism,Market_socialism,Key differences between models of market socialism 
socialism,Market_socialism,"Market Socialism: the Debate Among Socialists, with "
socialism,Market_socialism,"Equal Shares: Making Market Socialism Work, "
socialism,Ricardian_socialism,Ricardian socialism is a branch of classical 
socialism,Municipal_socialism,Municipal socialism refers to various historical—and contemporary—movements 
socialism,Municipal_socialism,"A chapter on ""municipal socialism"" appears in "
socialism,Municipal_socialism,"Even when ""municipal socialism"" took on a "
socialism,Municipal_socialism,"In reality, Thatcher destroyed ""municipal socialism"" by "
socialism,Scientific_socialism,Scientific socialism is a term coined in 
socialism,Scientific_socialism,The distinction between Utopian and scientific socialism 
socialism,Committees_of_Correspondence_for_Democracy_and_Socialism,The Committees of Correspondence for Democracy and Socialism is a democratic socialist 
socialism,Party_for_Socialism_and_Liberation,The Party for Socialism and Liberation is a communist party 
socialism,Voluntary_Socialism,Voluntary Socialism is a work of nonfiction 
socialism,Voluntary_Socialism,"In the preface to Voluntary Socialism, he "
socialism,Socialism_in_Canada,Socialism in Canada has a long history and 
socialism,Socialism_in_Bangladesh,Socialism in Bangladesh differs from socialist countries where 
socialism,Socialism_in_India,Socialism in India is a political movement founded 
socialism,Freedom_and_Socialism_Party,The Freedom and Socialism Party is a Kurdish-based democratic 
socialism,Burmese_Way_to_Socialism,The Burmese Way to Socialism refers to the ideology 
socialism,Burmese_Way_to_Socialism,"The Burmese Way to Socialism was characterized by totalitarianism, "
socialism,Burmese_Way_to_Socialism,The Burmese Way to Socialism has largely been described 
socialism,Burmese_Way_to_Socialism,"In January 1963, the ""Burmese Way to Socialism"" was "
socialism,Burmese_Way_to_Socialism,"""THE BURMESE WAY TO "
socialism,Popular_socialism,Popular socialism or people's socialism is a 
socialism,Socialism_in_Australia,Socialism in Australia dates back to the earliest 
socialism,Socialism_in_Australia,Notions of socialism in Australia have taken many 
socialism,Melanesian_socialism,The concept of Melanesian socialism was first 
socialism,Melanesian_socialism,Melanesian Socialism: Vanuatu's Quest for 
socialism,Melanesian_socialism,"""The Myth of Melanesian "
socialism,Socialism_in_New_Zealand,Socialism in New Zealand had little traction in early 
socialism,Socialism_in_New_Zealand,On the Left: Essays on Socialism in New 
socialism,Socialism_in_New_Zealand,"""Marxian Socialism in New "
socialism,Socialism_in_New_Zealand,"Lee, and Socialism in New "
socialism,Socialism_in_New_Zealand,On the Left: Essays on Socialism in New 
socialism,Socialism_in_New_Zealand,On the Left: Essays on Socialism in New 
socialism,National_Socialism_Association,The National Socialism Association is a far-right political 
socialism,Socialism_in_Sri_Lanka,Socialism in Sri Lanka or Sri Lankan socialism is 
democracy,Social_democracy,"Social democracy is a political, social and "
democracy,Social_democracy,"By the 1920s, social democracy became the "
democracy,Social_democracy,"By the 1910s, social democracy had spread "
democracy,Social_democracy,"As a policy regime, social democracy became "
democracy,Social_democracy,Social democracy has been criticized by both 
democracy,Social_democracy,The left criticize social democracy for having 
democracy,Social_democracy,"In contemporary usage, social democracy as a "
democracy,Social_democracy,"Under this democratic socialist definition, social democracy "
democracy,Social_democracy,"Starting in the post-war period, social democracy "
democracy,Social_democracy,"In the early 20th century, social democracy "
democracy,Social_democracy,"As a label or term, social democracy "
democracy,Social_democracy,"According to Donald Busky:

Social democracy is a "
democracy,Social_democracy,Many democratic socialists use social democracy  
democracy,Social_democracy,This definition of social democracy is focused 
democracy,Social_democracy,Bernstein described socialism and social democracy in 
democracy,Social_democracy,"Under this type of definition, social democracy's "
democracy,Social_democracy,Some distinguish between ideological social democracy as 
democracy,Social_democracy,The first is called classical social democracy 
democracy,Social_democracy,"Like modern social democracy, democratic socialism tends "
democracy,Social_democracy,Some democratic socialists who follow social democracy 
democracy,Social_democracy,One issue is that social democracy is 
democracy,Social_democracy,"Today, parties advocating social democracy include Labour, "
democracy,Social_democracy,"Social democracy made appeals to communitarian, corporatist "
democracy,Social_democracy,Although social democracy originated as a revolutionary 
democracy,Social_democracy,"In this sense, social democracy is synonymous "
democracy,Social_democracy,Social democracy rejects the either/or polarization interpretation 
democracy,Social_democracy,Social democracy argues that all citizens should 
democracy,Social_democracy,Social democracy also advocates freedom from discrimination 
democracy,Social_democracy,"In developing social democracy, Marxist revisionist Eduard "
democracy,Social_democracy,"Rather than abandoning social democracy, Communists simply "
democracy,Social_democracy,"However, they saw social democracy and social "
democracy,Social_democracy,"As a welfare state, social democracy is "
democracy,Social_democracy,Third Way social democracy was formed as 
democracy,Social_democracy,The origins of social democracy as a 
democracy,Social_democracy,A major non-Marxian influence on social democracy 
democracy,Social_democracy,German social democracy as exemplified by the 
democracy,Social_democracy,social democracy must cooperatively work within existing 
democracy,Social_democracy,"According to Bernstein, social democracy did not "
democracy,Social_democracy,The development of socialism under social democracy 
democracy,Social_democracy,Luxemburg sought to maintain social democracy as 
democracy,Social_democracy,A major development for social democracy was 
democracy,Social_democracy,"In the Americas, social democracy was rising "
democracy,Social_democracy,"While deeply committed to social democracy, Cardenas "
democracy,Social_democracy,While the post-war period of social democracy 
democracy,Social_democracy,Others have claimed that social democracy needs 
democracy,Social_democracy,Cramme and Diamond state that social democracy 
democracy,Social_democracy,"According to this view, social democracy fails "
democracy,Social_democracy,"In contrast to social democracy's mixed economy, "
democracy,Social_democracy,Critics of contemporary social democracy such as 
democracy,Social_democracy,"""Social democracy in the unfinished global "
democracy,Direct_democracy,Direct democracy or pure democracy is a 
democracy,Direct_democracy,The theory and practice of direct democracy 
democracy,Direct_democracy,"In direct democracy, people decide on policies "
democracy,Direct_democracy,Two leading forms of direct democracy are 
democracy,Direct_democracy,This form of direct democracy effectively grants 
democracy,Direct_democracy,"As to direct democracy, the ancient Roman "
democracy,Direct_democracy,"(See ""Direct democracy in Switzerland"" "
democracy,Direct_democracy,)Modern Direct Democracy also occurs within the 
democracy,Direct_democracy,"In the direct democracy of Athens, the "
democracy,Direct_democracy,The Swiss Confederation is a semi-direct 
democracy,Direct_democracy,The nature of direct democracy in Switzerland 
democracy,Direct_democracy,Direct democracy was not what the framers 
democracy,Direct_democracy,"Libertarian Marxists, however, fully support direct democracy "
democracy,Direct_democracy,"Direct Democracy: The Politics of Initiative, Referendum "
democracy,Direct_democracy,The Referendum: Direct Democracy In 
democracy,Liberal_democracy,Liberal democracy is a liberal political ideology 
democracy,Liberal_democracy,A liberal democracy may take various constitutional 
democracy,Liberal_democracy,"Liberal democracy emphasises the separation of powers, "
democracy,Liberal_democracy,Vladimir Lenin once argued that liberal democracy 
democracy,Liberal_democracy,"""Liberal democracy has also been attacked by "
democracy,Liberal_democracy,"He suggests that liberal democracy ""is neither "
democracy,Liberal_democracy,"Furthermore, for liberal democracy to be effective, "
democracy,Representative_democracy,"Representative democracy, also known as indirect democracy "
democracy,Representative_democracy,Representative democracy is a form of democracy 
democracy,Types_of_democracy,Types of democracy refers to pluralism of governing 
democracy,Types_of_democracy,Types of democracy can cluster around 
democracy,Types_of_democracy,Different types of democracy - like representative democracy 
democracy,Types_of_democracy,"Types of democracy can be found across time, "
democracy,Participatory_democracy,Participatory democracy or participative democracy emphasizes the 
democracy,Participatory_democracy,"However, participatory democracy tends to advocate more "
democracy,Participatory_democracy,Participatory democracy is primarily concerned with ensuring 
democracy,Participatory_democracy,The theory of participatory democracy was developed 
democracy,Participatory_democracy,Experiments in forms of participatory democracy that 
democracy,Participatory_democracy,In 2011 participatory democracy became a notable 
democracy,Participatory_democracy,The most prominent argument for participatory democracy 
democracy,Participatory_democracy,"""Another proposed advantage participatory democracy over other "
democracy,Participatory_democracy,"Consequently, neither direct nor participatory democracy can "
democracy,Christian_democracy,Christian democracy is a political ideology that 
democracy,Christian_democracy,Christian democracy continues to be influential in 
democracy,Christian_democracy,"Christian Democracy fosters an ""ecumenical unity achieved "
democracy,Christian_democracy,"As such, Christian democracy has been adopted "
democracy,Christian_democracy,"Christian democracy has evolved considerably since then, "
democracy,Christian_democracy,"Following World War II, Christian democracy was "
democracy,Belarusian_Christian_Democracy,The Belarusian Christian Democracy  is a Christian-democratic 
democracy,Christian_democracy_in_the_Netherlands,Christian democracy in the Netherlands is separated by roughly two 
democracy,Christian_democracy_in_the_Netherlands,The Primacy of Domestic Politics: Christian Democracy in the 
democracy,Christian_democracy_in_the_Netherlands,Christian Democracy in the 
democracy,New_Gibraltar_Democracy,New Gibraltar Democracy was a conservative and Christian-democratic 
democracy,Radical_democracy,"Radical democracy can be defined as ""a "
democracy,Radical_democracy,Radical democracy is concerned with a radical 
democracy,Radical_democracy,Radical democracy was articulated by Ernesto Laclau 
democracy,Radical_democracy,Radical democracy is not only accepting of 
democracy,Radical_democracy,This strand of radical democracy is opposed 
democracy,Radical_democracy,This type of radical democracy is in 
democracy,Radical_democracy,The third strand of radical democracy is 
democracy,Radical_democracy,This strand of radical democracy challenges the 
democracy,Radical_democracy,This strand of radical democracy is often 
democracy,Radical_democracy,A radical democracy approach for overcoming the 
democracy,Radical_democracy,"However, the concept of radical democracy is "
democracy,Radical_democracy,Radical democracy theory is criticized for being 
democracy,Radical_democracy,"Also, radical democracy challenges consensus decision-making processes "
democracy,Radical_democracy,"Approached from the radical democracy theory, the "
democracy,Radical_democracy,Radical Democracy Party –  was an 
democracy,Radical_democracy,Radical Democracy Party – Chilean Centre-right political 
democracy,Illiberal_democracy,"An illiberal democracy, also called a partial "
democracy,Illiberal_democracy,"They argue that terms like ""illiberal democracy"" "
democracy,Totalitarian_democracy,Totalitarian democracy is a paradoxical term popularized 
democracy,Totalitarian_democracy,"He posits that totalitarian democracy, or what "
democracy,Totalitarian_democracy,"According to Talmon, totalitarian democracy sees freedom "
democracy,Totalitarian_democracy,In Full Spectrum Dominance: Totalitarian Democracy and 
democracy,Conservative_democracy,Conservative democracy is a label coined by 
democracy,Anticipatory_democracy,Anticipatory democracy is a theory of civics 
democracy,Athenian_democracy,Athenian democracy  developed around the sixth 
democracy,Athenian_democracy,Athenian democracy is often described as the 
democracy,Athenian_democracy,"After his death, Athenian democracy was twice "
democracy,Athenian_democracy,Ancient Greek critics of Athenian democracy include 
democracy,Athenian_democracy,"Yet, after the demise of Athenian democracy, "
democracy,Athenian_democracy,The Athenian Democracy in the age of 
democracy,Athenian_democracy,Athenian 
democracy,Authoritarian_democracy,Authoritarian democracy is a form of democracy 
democracy,Authoritarian_democracy,"Authoritarian democracy has also been called ""organic "
democracy,Authoritarian_democracy,The Bonapartist conception of authoritarian democracy was 
democracy,Authoritarian_democracy,The concept of authoritarian democracy in fascism 
democracy,Authoritarian_democracy,Barrès claimed that authoritarian democracy involved spiritual 
democracy,Authoritarian_democracy,Italian Fascists argued that this authoritarian democracy 
democracy,Consensus_democracy,Consensus democracy is the application of consensus 
democracy,Consensus_democracy,Consensus democracy also features increased citizen participation 
democracy,Cosmopolitan_democracy,Cosmopolitan democracy is a political theory which 
democracy,Cosmopolitan_democracy,"Writers advocating cosmopolitan democracy include Immanuel Kant, "
democracy,Cosmopolitan_democracy,"In the cosmopolitan democracy model, decisions are "
democracy,Cosmopolitan_democracy,Supporters of cosmopolitan democracy have been sceptical 
democracy,Defensive_democracy,Defensive democracy is the philosophy that members 
democracy,Defensive_democracy,defensive democracy to prevent illegal parties) and 
democracy,Deliberative_democracy,Deliberative democracy or discursive democracy  is 
democracy,Deliberative_democracy,Deliberative democracy differs from traditional democratic theory 
democracy,Deliberative_democracy,While deliberative democracy is generally seen as 
democracy,Deliberative_democracy,"The term ""deliberative democracy"" was originally coined "
democracy,Deliberative_democracy,"In elitist deliberative democracy, principles of deliberative "
democracy,Deliberative_democracy,One purpose of populist deliberative democracy can 
democracy,Deliberative_democracy,Another purpose of populist deliberative democracy can 
democracy,Deliberative_democracy,Cohen presents deliberative democracy as more than 
democracy,Deliberative_democracy,Deliberative democracy takes on the role of 
democracy,Deliberative_democracy,Deliberative democracy produces less partisanship and more 
democracy,Deliberative_democracy,"In these cases, deliberative democracy is not "
democracy,Deliberative_democracy,"National Issues Forums
Center for Deliberative Democracy, Stanford "
democracy,Economic_democracy,Economic democracy is a socioeconomic philosophy that 
democracy,Economic_democracy,Economic democracy has been proposed as a 
democracy,Economic_democracy,"In his book, ""Economic Democracy"", Engler stated:

When "
democracy,Economic_democracy,"Like capitalism, economic democracy can be defined "
democracy,Economic_democracy,Economic democracy requires the abolition of the 
democracy,Economic_democracy,Economic Democracy adopts this 
democracy,Economic_democracy,Schweickart's economic democracy is a form of 
democracy,Economic_democracy,"Under Economic Democracy, there would be virtually "
democracy,Economic_democracy,"In this view, the term ""economic democracy"" "
democracy,Economic_democracy,The idea of economic democracy through worker 
democracy,Economic_democracy,Theorists of economic democracy have argued that 
democracy,Economic_democracy,A Preface to Economic 
democracy,Economic_democracy,Economic Democracy: The Working-Class Alternative to 
democracy,Economic_democracy,Economic Democracy: The Political Struggle for the 
democracy,Economic_democracy,"Radford, VA: Institute for Economic Democracy "
democracy,Economic_democracy,the Institute for Economic Democracy 
democracy,Economic_democracy,"Full Employment, Basic Income, and Economic Democracy' "
democracy,Economic_democracy,Economic 
democracy,Economic_democracy,After Occupy: Economic Democracy for the 21st 
democracy,Economic_democracy,Economic Democracy A Grand Strategy for World 
democracy,Empowered_democracy,Empowered democracy is an alternative form of 
democracy,Empowered_democracy,"In local communities, empowered democracy would make "
democracy,Ethnic_democracy,Ethnic democracy is a political system that 
democracy,Ethnic_democracy,Ethnic democracy differs from ethnocracy in that 
democracy,Ethnic_democracy,Nor is an ethnic democracy a Herrenvolk 
democracy,Grassroots_democracy,Grassroots democracy is a tendency towards designing 
democracy,Guided_democracy,"Guided democracy, also called managed democracy, is "
democracy,Inclusive_Democracy,Inclusive Democracy is a project that aims 
democracy,Inclusive_Democracy,The theoretical project of Inclusive Democracy—as distinguished 
democracy,Inclusive_Democracy,"In short, inclusive democracy is a form "
democracy,Inclusive_Democracy,The concept of inclusive democracy is derived 
democracy,Inclusive_Democracy,"Therefore, an inclusive democracy is seen not "
democracy,Inclusive_Democracy,"Therefore, an inclusive democracy today can only "
democracy,Inclusive_Democracy,Some critics of inclusive democracy ask what 
democracy,Inclusive_Democracy,Towards An Inclusive 
democracy,Inclusive_Democracy,The Multidimensional Crisis and Inclusive 
democracy,Inclusive_Democracy,International Journal of Inclusive 
democracy,Inclusive_Democracy,"Takis Fotopoulos interview, ""Inclusive Democracy"", Transcription of "
democracy,Inclusive_Democracy,""", The International Journal of Inclusive Democracy, "
democracy,Inclusive_Democracy,""", The International Journal of Inclusive Democracy, "
democracy,Inclusive_Democracy,"1; and ""The Autonomy and Inclusive Democracy "
democracy,Inclusive_Democracy,The Autonomy and Inclusive Democracy Projects and 
democracy,Inclusive_Democracy,Inclusive Democracy as a political project for 
democracy,Industrial_democracy,Industrial democracy is an arrangement which involves 
democracy,Industrial_democracy,Although industrial democracy generally refers to the 
democracy,Industrial_democracy,Representative industrial democracy includes decision-making structures such 
democracy,Industrial_democracy,Other authors regard industrial democracy as a 
democracy,Industrial_democracy,The term industrial democracy was also used 
democracy,Interactive_democracy,An interactive democracy or iDemocracy is a 
democracy,Interactive_democracy,"Costs
Proponents of interactive democracy believe that the "
democracy,Interactive_democracy,"ID and Parliament
Interactive democracy recognises the importance "
democracy,Interactive_democracy,"However, some interactive democracy proponents do not "
democracy,Jacksonian_democracy,Jacksonian democracy was a 19th-century political philosophy 
democracy,Jacksonian_democracy,Jacksonian democracy also promoted the strength of 
democracy,Jacksonian_democracy,"Jackson's biographer Robert V. Remini argues:

[Jacksonian Democracy] "
democracy,Jeffersonian_democracy,"Jeffersonian democracy, named after its advocate Thomas "
democracy,Jeffersonian_democracy,Jeffersonian democracy persisted as an element of 
democracy,Jeffersonian_democracy,"""Jeffersonian democracy"" is an umbrella term and "
democracy,Jeffersonian_democracy,"""Some Economic Origins of Jeffersonian "
democracy,Jeffersonian_democracy,"""Jeffersonian democracy and the origins of political "
democracy,Jeffersonian_democracy,"online
Robertson, Andrew W. ""Afterword: Reconceptualizing Jeffersonian Democracy,"" "
democracy,Liquid_democracy,Liquid democracy is a form of delegative 
democracy,Liquid_democracy,Liquid democracy is a broad category of 
democracy,Liquid_democracy,Liquid democracy lies between direct and representative 
democracy,Liquid_democracy,"Meanwhile, liquid democracy does not depend on "
democracy,Liquid_democracy,Liquid democracy through elections can empower individuals 
democracy,Liquid_democracy,The concept of liquid democracy describes a 
democracy,Liquid_democracy,Regarding objective-technological elements among liquid democracy software 
democracy,Liquid_democracy,Typically liquid democracy is known to take 
democracy,Liquid_democracy,Liquid democracy is a sort of voluntary 
democracy,Liquid_democracy,LiquidFeedback relates to Liquid Democracy in that 
democracy,Liquid_democracy,Liquid Democracy In Simple Terms by Jakob 
democracy,Liquid_democracy,"2
Involv: an online Delegative Democracy platform
Liquid Democracy "
democracy,Media_democracy,Media Democracy encompasses this idea by advocating 
democracy,Media_democracy,Media democracy is a democratic approach to 
democracy,Media_democracy,Media democracy entails that media should be 
democracy,Media_democracy,The concept of a media democracy follows 
democracy,Media_democracy,The relationship of media democracy and the 
democracy,Media_democracy,Media democracy advocates that corporate ownership and 
democracy,Media_democracy,"A media democracy advocates:

Replacing the current corporate "
democracy,Media_democracy,"""Media democracy is grounded in creating a "
democracy,Media_democracy,So while media democracy in practice as 
democracy,Media_democracy,Some forms of media democracy in practice 
democracy,New_Democracy,"New Democracy, or the New Democratic Revolution, "
democracy,New_Democracy,"Regarding the political structure of New Democracy, "
democracy,New_Democracy,"As time passed, the New Democracy concept "
democracy,New_Democracy,Mao's New Democracy explains the Bloc of 
democracy,New_Democracy,He called this stage New 
democracy,New_Democracy,"New Democracy & ZANU-PF: Zimbabwe's Revolutionary Path, "
democracy,Pluralist_democracy,A pluralist democracy describes a political system 
democracy,Pluralist_democracy,"577–587, University of Utah)
""A Pluralist Democracy"", article "
democracy,Popular_democracy,For the Italian party see Popular 
democracy,Popular_democracy,"- a text defending Popular democracy
Sovereignty, an "
democracy,Procedural_democracy,Procedural democracy is a term used to 
democracy,Procedural_democracy,"Procedural democracy, with its centering of electoral "
democracy,Religious_democracy,Religious democracy is a form of government 
democracy,Buddhism_and_democracy,The relationship between Buddhism and democracy has a 
democracy,Buddhism_and_democracy,He believes that both Buddhism and Democracy share 
democracy,Islam_and_democracy,Many Muslims who argue that Islam and democracy 
democracy,Semi-direct_democracy,Semi-direct democracy is a type of democracy 
democracy,Semi-direct_democracy,"In semi-direct democracy, representatives administer daily governance, "
democracy,Semi-direct_democracy,The Swiss Confederation is a semi-direct 
democracy,Sovereign_democracy,"Sovereign democracy (Russian: суверенная демократия, "
democracy,Sovereign_democracy,"According to Surkov, sovereign democracy is:

A society's "
democracy,Sovereign_democracy,Sovereign Democracy in Russia was realised in 
democracy,Sovereign_democracy,Concrete priorities and orientations of Sovereign Democracy 
democracy,Sovereign_democracy,"""Whilst talking about sovereign democracy in 2006, "
democracy,Sovereign_democracy,"Sovereign democracy, managed democracy, people's democracy, socialist "
democracy,Sovereign_democracy,Sovereign democracy strikes me as 
democracy,Soviet_democracy,Soviet democracy is a political system in 
democracy,Soviet_democracy,"In a soviet democracy, voters are organized "
democracy,Soviet_democracy,Soviet democracy is democracy by 
democracy,Soviet_democracy,Ultimately soviet democracy is based on direct 
democracy,Soviet_democracy,"Soviet Democracy by Pat Sloan, "
democracy,Soviet_democracy,Soviet Democracy and how it works by 
democracy,Soviet_democracy,Soviet Democracy and Bourgeois Sovietology by Marat 
democracy,Soviet_democracy,Talks on Soviet Democracy by 
democracy,Soviet_democracy,"Soviet Democracy: A Discussion by Mikhail Taratuta, "
democracy,Substantive_democracy,Substantive democracy is a form of democracy 
democracy,Substantive_democracy,"In other words, substantive democracy is a "
democracy,Substantive_democracy,"In a substantive democracy, the general population "
democracy,Substantive_democracy,The opposite of a substantive democracy is 
democracy,Workplace_democracy,Workplace democracy is the application of democracy 
democracy,Workplace_democracy,Workplace democracy can be anything from direct 
democracy,Workplace_democracy,He held up the workplace democracy model 
democracy,Workplace_democracy,A 1995 study of workplace democracy in 
democracy,Workplace_democracy,A 2006 meta-study on workplace democracy found 
democracy,Workplace_democracy,"Articles by David Ellerman on workplace democracy
Workplace "
democracy,Democracy_and_economic_growth,Democracy and economic growth and development have had a 
democracy,Democracy_promotion,"Democracy promotion, which can also be referred "
democracy,Democracy_promotion,Democracy promotion advocates are divided on which 
democracy,Democracy_promotion,"Problematically for democracy promotion, the same study "
democracy,Democracy_promotion,Nested games of external democracy promotion: The 
democracy,Waves_of_democracy,"In political science, the waves of democracy are "
democracy,Criticism_of_democracy,"Criticism of democracy is grounded in democracy's purpose, "
democracy,Criticism_of_democracy,This highlights that a significant criticism of democracy 
democracy,Associative_democracy,Associationalism or associative democracy is a political 
democracy,Associative_democracy,Associative 
democracy,Bourgeois_democracy,It is referred to as bourgeois democracy 
democracy,Herrenvolk_democracy,Herrenvolk democracy is a system of government 
democracy,Racial_democracy,Racial democracy is a term used by 
democracy,Racial_democracy,"Over time, racial democracy would become widely "
democracy,Racial_democracy,The seemingly paradoxical use of racial democracy 
democracy,Parliamentary_democracy,A parliamentary system or parliamentary democracy is 
democracy,Inclusive_democracy,Inclusive Democracy is a project that aims 
democracy,Inclusive_democracy,The theoretical project of Inclusive Democracy—as distinguished 
democracy,Inclusive_democracy,"In short, inclusive democracy is a form "
democracy,Inclusive_democracy,The concept of inclusive democracy is derived 
democracy,Inclusive_democracy,"Therefore, an inclusive democracy is seen not "
democracy,Inclusive_democracy,"Therefore, an inclusive democracy today can only "
democracy,Inclusive_democracy,Some critics of inclusive democracy ask what 
democracy,Inclusive_democracy,Towards An Inclusive 
democracy,Inclusive_democracy,The Multidimensional Crisis and Inclusive 
democracy,Inclusive_democracy,International Journal of Inclusive 
democracy,Inclusive_democracy,"Takis Fotopoulos interview, ""Inclusive Democracy"", Transcription of "
democracy,Inclusive_democracy,""", The International Journal of Inclusive Democracy, "
democracy,Inclusive_democracy,""", The International Journal of Inclusive Democracy, "
democracy,Inclusive_democracy,"1; and ""The Autonomy and Inclusive Democracy "
democracy,Inclusive_democracy,The Autonomy and Inclusive Democracy Projects and 
democracy,Inclusive_democracy,Inclusive Democracy as a political project for 
democracy,Delegative_democracy,"In political science, delegative democracy is a "
democracy,Delegative_democracy,The characteristics of a delegative democracy are 
democracy,Delegative_democracy,The overall idea of delegative democracy as 
democracy,Delegative_democracy,Although delegative democracy focuses power on one 
democracy,Delegative_democracy,Delegative democracy is all about the second 
democracy,Delegative_democracy,This process alone shows why delegative democracy 
democracy,Islamic_democracy,The idea and concept of Islamic democracy 
democracy,Democracy_in_Bangladesh,Democracy in Bangladesh was first introduced when the 
democracy,Democracy_in_Pakistan,"Democracy in Pakistan, however imperfect, has been allowed "
democracy,National_Democracy,National Democracy was a Polish political movement 
democracy,National_Democracy,"In its long history, National Democracy went "
democracy,National_Democracy,Today the main party promoting National Democracy 
democracy,National_Democracy,Newspaper Nasz Dziennik often represents national democracy 
democracy,Freedom_and_Direct_Democracy,"Freedom and Direct Democracy is a hard Eurosceptic, anti-immigration, "
democracy,Freedom_and_Direct_Democracy,Freedom and Direct Democracy is named after the European 
democracy,Alliance_for_Direct_Democracy_in_Europe,"The Alliance for Direct Democracy in Europe, abbreviated to ADDE, was "
democracy,For_Social_Democracy,A major development for social democracy was the 
democracy,National_League_for_Democracy,"The National League for Democracy (Burmese: အမျိုးသား ဒီမိုကရေစီ အဖွဲ့ချုပ်, "
democracy,National_League_for_Democracy,The junta blamed the National League for Democracy party 
democracy,Social_Democracy_and_Progress,Social Democracy and Progress is a social-democratic political party 
democracy,Movement_for_Social_Democracy,"The Movement for Social Democracy, Kinima Sosialdimokraton) is a "
democracy,Social_Democracy_of_Poland,The Social Democracy of Poland is a social-democratic political 
democracy,Committees_of_Correspondence_for_Democracy_and_Socialism,The Committees of Correspondence for Democracy and Socialism is a democratic socialist 
democracy,Social_Democracy_of_America,"The Social Democracy of America, later known as the "
democracy,Social_Democracy_of_America,Social Democracy of 
democracy,Social_Democracy_of_America,"Chicago: Social Democracy of America, June "
democracy,China_Association_for_Promoting_Democracy,The China Association for Promoting Democracy is one of the 
liberalism,Liberalism,Liberalism is a political and moral 
liberalism,Liberalism,Liberalism sought to replace the norms 
liberalism,Liberalism,Liberalism started to spread rapidly especially 
liberalism,Liberalism,"However, liberalism still has challenges to "
liberalism,Liberalism,The early waves of liberalism popularised 
liberalism,Liberalism,The diversity of liberalism can be 
liberalism,Liberalism,"At its very root, liberalism is "
liberalism,Liberalism,All forms of liberalism assume in 
liberalism,Liberalism,The New Liberalism or social liberalism 
liberalism,Liberalism,"Unlike the liberalism of Locke, which "
