group,subgroup,prompt
buddhism,Nichiren_Buddhism,Within Nichiren Buddhism there was a phenomenon 
buddhism,Pure_Land_Buddhism,"Pure Land Buddhism, also referred to as Amidism "
buddhism,Pure_Land_Buddhism,"The term ""Pure Land Buddhism"" is used to "
buddhism,Pure_Land_Buddhism,Pure Land Buddhism is built on the belief 
buddhism,Pure_Land_Buddhism,Hōnen established Pure Land Buddhism as an independent 
buddhism,Pure_Land_Buddhism,Pure Land Buddhism is considered to be both 
buddhism,Pure_Land_Buddhism,"The Politics of Pure Land Buddhism in India, "
buddhism,Pure_Land_Buddhism,"Pure Land Buddhism in China: A Doctrinal History, "
buddhism,Pure_Land_Buddhism,"Pure Land Buddhism in China: A Doctrinal History, "
buddhism,Pure_Land_Buddhism,"Pure Land Buddhism in China: A Doctrinal History, "
buddhism,Pure_Land_Buddhism,"Pure Land Buddhism in China: A Doctrinal History, "
buddhism,Pure_Land_Buddhism,Bibliography of English-language Works on Pure land Buddhism: 
buddhism,Nikaya_Buddhism,"""Nikaya Buddhism"" is thus an attempt to "
buddhism,Humanistic_Buddhism,Humanistic Buddhism  is a modern philosophy 
buddhism,Humanistic_Buddhism,Humanistic Buddhism is based on six core 
buddhism,Humanistic_Buddhism,Humanistic Buddhism for Social Well-Being: An Overview 
buddhism,Chinese_Esoteric_Buddhism,Chinese Esoteric Buddhism refers to traditions of Tantra 
buddhism,Newar_Buddhism,Newar Buddhism is the form of Vajrayana 
buddhism,Newar_Buddhism,"As a result, Newar Buddhism seems to "
buddhism,Newar_Buddhism,Although Newar Buddhism was traditionally bound to 
buddhism,Newar_Buddhism,"Monk, Householder, and Tantric Priest: Newar Buddhism "
buddhism,Newar_Buddhism,"""Newar "
buddhism,Indonesian_Esoteric_Buddhism,Indonesian Esoteric Buddhism or Esoteric Buddhism in Maritime 
buddhism,Shingon_Buddhism,Shingon Buddhism is one of the major 
buddhism,Tendai_Buddhism,Tendai Buddhism has several philosophical insights which 
buddhism,Tendai_Buddhism,Tendai Buddhism claims that each and every 
buddhism,Tendai_Buddhism,The importance of upāya.Tendai Buddhism uses a 
buddhism,Tendai_Buddhism,"""Is Tendai Buddhism Relevant to the Modern "
buddhism,Tibetan_Buddhism,Tibetan Buddhism is the form of Buddhism 
buddhism,Tibetan_Buddhism,Tibetan Buddhism is a form of Mahayana 
buddhism,Tibetan_Buddhism,"In the pre-modern era, Tibetan Buddhism spread "
buddhism,Tibetan_Buddhism,"Tibetan Buddhism has four major schools, namely "
buddhism,Tibetan_Buddhism,Westerners unfamiliar with Tibetan Buddhism initially turned 
buddhism,Tibetan_Buddhism,"In the west, the term ""Indo-Tibetan Buddhism"" "
buddhism,Tibetan_Buddhism,Tibetan Buddhism was adopted as the de 
buddhism,Tibetan_Buddhism,"In China, Tibetan Buddhism continued to be "
buddhism,Tibetan_Buddhism,"During the Qing, Tibetan Buddhism also remained "
buddhism,Tibetan_Buddhism,Tibetan Buddhism is now an influential religion 
buddhism,Tibetan_Buddhism,Samuel sees the character of Tibetan Buddhism 
buddhism,Tibetan_Buddhism,Widely revered Bodhisattvas in Tibetan Buddhism include 
buddhism,Tibetan_Buddhism,Tibetan Buddhism claims to teach methods for 
buddhism,Tibetan_Buddhism,A popular compassion meditation in Tibetan Buddhism 
buddhism,Tibetan_Buddhism,"Traditionally, Tibetan Buddhism follows the two main "
buddhism,Tibetan_Buddhism,Another title unique to Tibetan Buddhism is 
buddhism,Tibetan_Buddhism,Tibetan Buddhism From the Ground Up: A 
buddhism,Tibetan_Buddhism,"""The Essence of Tibetan "
buddhism,Tibetan_Buddhism,Indo-Tibetan 
buddhism,Dalit_Buddhist_movement,The Dalit Buddhist movement is a socio-religious movement 
buddhism,Shambhala_Buddhism,The term Shambhala Buddhism was introduced by 
buddhism,Shambhala_Buddhism,"The shrine rooms in Shambhala Buddhism, reflecting "
buddhism,Diamond_Way_Buddhism,Diamond Way Buddhism is a lay organization within 
buddhism,Triratna_Buddhist_Community,The Triratna Buddhist Community) is an international fellowship 
buddhism,True_Buddha_School,The True Buddha School  is a new 
buddhism,True_Buddha_School,True Buddha School's funding relies heavily on 
buddhism,True_Buddha_School,True Buddha School disseminates Buddhist teachings through Lu's 
buddhism,True_Buddha_School,Many of the major True Buddha School sadhanas 
buddhism,True_Buddha_School,The True Buddha School: A Field Research Report 
buddhism,Buddhism_by_country,This list of Buddhism by country shows the 
buddhism,Buddhist_modernism,Buddhist modernism are new movements based on 
buddhism,Buddhist_modernism,Some advocates of Buddhist modernism claim their 
buddhism,Buddhist_modernism,The first comprehensive study of Buddhist modernism 
buddhism,Buddhist_modernism,"Bechert regarded Buddhist modernism as ""modern Buddhist "
buddhism,Buddhist_modernism,He identified several characteristics of Buddhist modernism: 
buddhism,Buddhist_modernism,Buddhist modernism and the rhetoric of meditative 
sikhism,Sikhism,"The core beliefs of Sikhism, articulated "
sikhism,Sikhism,"Following this standard, Sikhism rejects claims "
sikhism,Sikhism,Adherents of Sikhism are known as 
sikhism,Sikhism,The anglicised word Sikhism derives from 
sikhism,Sikhism,Many sources call Sikhism a monotheistic 
sikhism,Sikhism,"In Sikhism, the concept of ""God"" "
sikhism,Sikhism,God in Sikhism is known as 
sikhism,Sikhism,"In Sikhism, the influences of ego, "
sikhism,Sikhism,"However, in Sikhism, both karma and "
sikhism,Sikhism,Some scholars call Sikhism a Bhakti 
sikhism,Sikhism,"However, Sikhism also accepts the concept "
sikhism,Sikhism,While Western scholarship generally places Sikhism 
sikhism,Sikhism,Sikhism stresses kirat karō: that is 
sikhism,Sikhism,"Sikhism considers ""an attack on dharam "
sikhism,Sikhism,"God in Sikhism has no gender, "
sikhism,Sikhism,Women in Sikhism have led battles 
sikhism,Sikhism,The traditions and philosophy of Sikhism 
sikhism,Sikhism,The word Guru in Sikhism also 
sikhism,Sikhism,The various Gurus of Sikhism have 
sikhism,Sikhism,"According to Singha, ""Sikhism does not "
sikhism,Sikhism,"however, Sikhism was not simply an "
sikhism,Sikhism,Sikhism developed while the region was 
sikhism,Sikhism,"The major historic sects of Sikhism, "
sikhism,Sikhism,"Although decried by Sikhism, Sikhs have "
sikhism,Sikhism,Priestly class: Sikhism does not have 
sikhism,Sikhism,"Sikhism at Curlie
Information center about the "
sikhism,Sikh,"Sikhs are people associated with Sikhism, "
sikhism,Sikh,The term Sikh has its origin 
sikhism,Sikh,Male Sikhs generally have Singh as 
sikhism,Sikh,Sikhs who have undergone the Khanḍe-kī-Pahul 
sikhism,Sikh,"However, Sikh political history may be "
sikhism,Sikh,The Sikhs subsequently militarized to oppose 
sikhism,Sikh,The Sikh leaders of the Singh 
sikhism,Sikh,This was promised to Sikh leader 
sikhism,Sikh,"Although the Sikhs obtained the Punjab, "
sikhism,Sikh,Sikh leader Jarnail Singh Bhindranwale triggered 
sikhism,Sikh,"Since 1984, relations between Sikhs and "
sikhism,Sikh,Canada Post honoured Sikh Canadians with 
sikhism,Sikh,"In the UK, Sikhs can wear "
sikhism,Sikh,About 76% of all Sikhs live 
sikhism,Sikh,Substantial communities of Sikhs live in 
sikhism,Sikh,Another substantial community of Sikhs exists 
sikhism,Sikh,The British Raj recruited Sikhs for 
sikhism,Sikh,"During the Raj, semiskilled Sikh artisans "
sikhism,Sikh,Sikhs emigrated from India after World 
sikhism,Sikh,Some Sikhs who had settled in 
sikhism,Sikh,Italian Sikhs are generally involved in 
sikhism,Sikh,"Primarily for socio-economic reasons, Indian Sikhs "
sikhism,Sikh,The Sikh population has the lowest 
sikhism,Sikh,"As such, Sikhs comprise a number "
sikhism,Sikh,"Along with Guru Nanak, other Sikh "
sikhism,Sikh,"An order of Punjabi Sikhs, the "
sikhism,Sikh,Over 60% of Sikhs belong to 
sikhism,Sikh,"Other common Sikh castes include Ahluwalias, "
sikhism,Sikh,Some Sikhs belonging to the landowning 
sikhism,Sikh,"In 1953, Sikh leader and activist, "
sikhism,Sikh,There was a large Sikh immigration 
sikhism,Sikh,While Sikhs were temporarily disenfranchised several 
sikhism,Sikh,As Sikhs wear turbans and keep 
sikhism,Sikh,The Sikh Youth Alliance of North 
sikhism,Sikh,The Sikh diaspora has been most 
sikhism,Sikh,UK Sikhs are the second-wealthiest religious 
sikhism,Sikh,"Similarly, the Sikh American Legal Defense "
sikhism,Sikh,Indian Sikhs are employed in agriculture 
sikhism,Sikh,"The first Sikh in office, Singh "
sikhism,Sikh,She still actively attends both Sikh 
sikhism,Sikh,Sikh Bob Singh Dhillon is the 
sikhism,Sikh,"In sports, Sikhs include England cricketer "
sikhism,Sikh,"Sikhs in Bollywood, in the arts "
sikhism,Sikh,The Sikh Regiment is one of 
sikhism,Sikh,"During World War I, Sikh battalions "
sikhism,Sikh,Six battalions of the Sikh Regiment 
sikhism,Sikh,"Around the world, Sikhs are commemorated "
sikhism,Sikh,"In July 1983, the Sikh political "
sikhism,Sikh,Sikh culture is therefore a synthesis 
sikhism,Sikh,"Sikhism has forged a unique architecture, "
sikhism,Sikh,Sikh architecture is characterised by gilded 
sikhism,Sikh,A pinnacle of Sikh style is 
sikhism,Sikh,Sikh culture is influenced by militaristic 
sikhism,Sikh,The art of diaspora Sikhs like 
sikhism,Sikh,Punjabi Sikhs have championed these forms 
sikhism,Sikh,In 1813 the Sikh army occupied 
sikhism,Sikh,With the Sikh kingdom of Lahore 
sikhism,Sikh,The Sikh school adapted Kangra painting 
sikhism,Nirankari_Sikh,"Nirankari Sikhs are settled across contemporary India, "
sikhism,Nirankari_Sikh,The Nirankari Sikhs dispose of their dead 
sikhism,Nirankari_Sikh,This text describes the Nirankari Sikh ceremonies 
sikhism,Nirankari_Sikh,"The Hukamnama outlines distinctly Nirankari Sikh rituals, "
sikhism,Sects_of_Sikhism,Sects of Sikhism are sub-traditions within Sikhism that 
sikhism,Sects_of_Sikhism,"The major historic sects of Sikhism, states Harjot "
atheism,Atheism,"Atheism is, in the broadest sense, "
atheism,Atheism,"Less broadly, atheism is a rejection "
atheism,Atheism,"In an even narrower sense, atheism "
atheism,Atheism,"Atheism is contrasted with theism, which, "
atheism,Atheism,The actual term atheism emerged first 
atheism,Atheism,Nonbelievers contend that atheism is a 
atheism,Atheism,Atheism has been regarded as compatible 
atheism,Atheism,Atheism has sometimes been defined to 
atheism,Atheism,"Implicit atheism is ""the absence of "
atheism,Atheism,Positive atheism is the explicit affirmation 
atheism,Atheism,Negative atheism includes all other forms 
atheism,Atheism,"Under this demarcation of atheism, most "
atheism,Atheism,Atheism is nothing more than the 
atheism,Atheism,This view is related to apatheism 
atheism,Atheism,The allocation of agnosticism to atheism 
atheism,Atheism,Metaphysical atheism may be either: a) 
atheism,Atheism,Relative atheism is associated with idealistic 
atheism,Atheism,This form of atheism favors humanity 
atheism,Atheism,The practical consequence of this atheism 
atheism,Atheism,His findings relating specifically to atheism 
atheism,Atheism,Atheism is accepted as a valid 
atheism,Atheism,Baggini argues that atheism is a 
atheism,Atheism,The term atheism was derived from 
atheism,Atheism,"""Atheism was first used to describe "
atheism,Atheism,"In addition, state atheism emerged in "
atheism,Atheism,The average annual change for atheism 
atheism,Atheism,"""Atheism and "
atheism,Atheism,
atheism,Atheism,Religion & Ethics—Atheism at 
